[Czas: 17:13:37.837]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 17:13:40.662]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017057] treść nr: 6
[Czas: 17:13:41.425]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017529] |	 Wynik cząstkowy: 46
[Czas: 17:13:41.425]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017529] |	 Wynik cząstkowy: 10
[Czas: 17:13:41.425]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017529] |	 OBLAŁ B |	 Wynik: 29.67 pkt
[Czas: 17:13:41.426]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017530] treść nr: 45
[Czas: 17:13:41.426]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017530] treść nr: 7
[Czas: 17:13:41.426]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017530] treść nr: 11
[Czas: 17:13:41.426]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017530] |	 Wynik cząstkowy: 10
[Czas: 17:13:41.426]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017530] |	 Wynik cząstkowy: 9
[Czas: 17:13:41.426]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017530] |	 Wynik cząstkowy: 15
[Czas: 17:13:41.427]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017530] |	 OBLAŁ B |	 Wynik: 11.33 pkt
[Czas: 17:13:41.427]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017531] treść nr: 50
[Czas: 17:13:41.427]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017531] treść nr: 21
[Czas: 17:13:41.427]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017531] treść nr: 36
[Czas: 17:13:41.428]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017531] |	 Wynik cząstkowy: 69
[Czas: 17:13:41.428]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017531] |	 Wynik cząstkowy: 57
[Czas: 17:13:41.428]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017531] |	 Wynik cząstkowy: 36
[Czas: 17:13:41.428]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017531] |	 ZDAŁ B |	 Wynik: 54.00 pkt
[Czas: 17:13:41.428]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017532] treść nr: 21
[Czas: 17:13:41.428]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017532] treść nr: 7
[Czas: 17:13:41.429]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017532] treść nr: 5
[Czas: 17:13:41.429]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017532] |	 Wynik cząstkowy: 37
[Czas: 17:13:41.429]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017532] |	 Wynik cząstkowy: 13
[Czas: 17:13:41.429]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017532] |	 Wynik cząstkowy: 1
[Czas: 17:13:41.429]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017532] |	 OBLAŁ B |	 Wynik: 17.00 pkt
[Czas: 17:13:41.430]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017533] treść nr: 31
[Czas: 17:13:41.430]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017533] treść nr: 9
[Czas: 17:13:41.430]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017533] treść nr: 40
[Czas: 17:13:41.430]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017533] |	 Wynik cząstkowy: 10
[Czas: 17:13:41.430]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017533] |	 Wynik cząstkowy: 83
[Czas: 17:13:41.430]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017533] |	 Wynik cząstkowy: 33
[Czas: 17:13:41.431]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017533] |	 ZDAŁ B |	 Wynik: 42.00 pkt
[Czas: 17:13:41.432]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017534] treść nr: 22
[Czas: 17:13:41.432]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017534] treść nr: 29
[Czas: 17:13:41.432]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017534] treść nr: 2
[Czas: 17:13:41.432]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017534] |	 Wynik cząstkowy: 0
[Czas: 17:13:41.432]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017534] |	 Wynik cząstkowy: 40
[Czas: 17:13:41.432]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017534] |	 Wynik cząstkowy: 33
[Czas: 17:13:41.432]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017534] |	 OBLAŁ B |	 Wynik: 24.33 pkt
[Czas: 17:13:41.433]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017535] treść nr: 37
[Czas: 17:13:41.433]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017535] treść nr: 30
[Czas: 17:13:41.433]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017535] treść nr: 8
[Czas: 17:13:41.433]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017535] |	 Wynik cząstkowy: 76
[Czas: 17:13:41.433]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017535] |	 Wynik cząstkowy: 29
[Czas: 17:13:41.433]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017535] |	 Wynik cząstkowy: 46
[Czas: 17:13:41.434]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017535] |	 ZDAŁ B |	 Wynik: 50.33 pkt
[Czas: 17:13:41.434]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017536] treść nr: 35
[Czas: 17:13:41.434]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017536] treść nr: 31
[Czas: 17:13:41.434]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017536] treść nr: 39
[Czas: 17:13:41.434]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017536] |	 Wynik cząstkowy: 48
[Czas: 17:13:41.434]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017536] |	 Wynik cząstkowy: 18
[Czas: 17:13:41.434]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017536] |	 Wynik cząstkowy: 21
[Czas: 17:13:41.435]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017536] |	 OBLAŁ B |	 Wynik: 29.00 pkt
[Czas: 17:13:41.435]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017537] treść nr: 47
[Czas: 17:13:41.435]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017537] treść nr: 49
[Czas: 17:13:41.435]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017537] treść nr: 16
[Czas: 17:13:41.435]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017537] |	 Wynik cząstkowy: 23
[Czas: 17:13:41.435]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017537] |	 Wynik cząstkowy: 64
[Czas: 17:13:41.435]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017537] |	 Wynik cząstkowy: 67
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017537] |	 ZDAŁ B |	 Wynik: 51.33 pkt
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017538] treść nr: 2
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017538] treść nr: 45
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017538] treść nr: 22
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017538] |	 Wynik cząstkowy: 49
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017538] |	 Wynik cząstkowy: 68
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017538] |	 Wynik cząstkowy: 21
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017538] |	 ZDAŁ B |	 Wynik: 46.00 pkt
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017539] treść nr: 30
[Czas: 17:13:41.436]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017539] treść nr: 44
[Czas: 17:13:41.437]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017539] treść nr: 36
[Czas: 17:13:41.437]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017539] |	 Wynik cząstkowy: 30
[Czas: 17:13:41.437]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017539] |	 Wynik cząstkowy: 7
[Czas: 17:13:41.437]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017539] |	 Wynik cząstkowy: 90
[Czas: 17:13:41.437]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017539] |	 ZDAŁ B |	 Wynik: 42.33 pkt
[Czas: 17:13:41.437]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017540] treść nr: 30
[Czas: 17:13:41.438]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017540] treść nr: 41
[Czas: 17:13:41.438]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017540] treść nr: 48
[Czas: 17:13:41.438]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017540] |	 Wynik cząstkowy: 38
[Czas: 17:13:41.438]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017540] |	 Wynik cząstkowy: 44
[Czas: 17:13:41.438]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017540] |	 Wynik cząstkowy: 88
[Czas: 17:13:41.438]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017540] |	 ZDAŁ B |	 Wynik: 56.67 pkt
[Czas: 17:13:41.439]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017541] treść nr: 8
[Czas: 17:13:41.439]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017541] treść nr: 25
[Czas: 17:13:41.439]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017541] treść nr: 10
[Czas: 17:13:41.439]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017541] |	 Wynik cząstkowy: 3
[Czas: 17:13:41.439]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017541] |	 Wynik cząstkowy: 45
[Czas: 17:13:41.439]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017541] |	 Wynik cząstkowy: 26
[Czas: 17:13:41.439]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017541] |	 OBLAŁ B |	 Wynik: 24.67 pkt
[Czas: 17:13:41.440]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017542] treść nr: 4
[Czas: 17:13:41.440]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017542] treść nr: 45
[Czas: 17:13:41.440]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017542] treść nr: 38
[Czas: 17:13:41.440]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017542] |	 Wynik cząstkowy: 71
[Czas: 17:13:41.440]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017542] |	 Wynik cząstkowy: 100
[Czas: 17:13:41.440]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017542] |	 Wynik cząstkowy: 98
[Czas: 17:13:41.441]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017542] |	 ZDAŁ B |	 Wynik: 89.67 pkt
[Czas: 17:13:41.441]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017543] treść nr: 35
[Czas: 17:13:41.441]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017543] treść nr: 50
[Czas: 17:13:41.441]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017543] treść nr: 49
[Czas: 17:13:41.442]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017543] |	 Wynik cząstkowy: 45
[Czas: 17:13:41.442]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017543] |	 Wynik cząstkowy: 19
[Czas: 17:13:41.442]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017543] |	 Wynik cząstkowy: 6
[Czas: 17:13:41.442]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017543] |	 OBLAŁ B |	 Wynik: 23.33 pkt
[Czas: 17:13:41.443]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017544] treść nr: 13
[Czas: 17:13:41.443]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017544] treść nr: 24
[Czas: 17:13:41.443]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017544] treść nr: 15
[Czas: 17:13:41.443]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017544] |	 Wynik cząstkowy: 91
[Czas: 17:13:41.443]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017544] |	 Wynik cząstkowy: 56
[Czas: 17:13:41.443]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017544] |	 Wynik cząstkowy: 43
[Czas: 17:13:41.443]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017544] |	 ZDAŁ B |	 Wynik: 63.33 pkt
[Czas: 17:13:41.444]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017545] treść nr: 18
[Czas: 17:13:41.444]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017545] treść nr: 38
[Czas: 17:13:41.444]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017545] treść nr: 10
[Czas: 17:13:41.444]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017545] |	 Wynik cząstkowy: 32
[Czas: 17:13:41.444]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017545] |	 Wynik cząstkowy: 26
[Czas: 17:13:41.444]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017545] |	 Wynik cząstkowy: 1
[Czas: 17:13:41.444]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017545] |	 OBLAŁ B |	 Wynik: 19.67 pkt
[Czas: 17:13:41.445]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017546] treść nr: 46
[Czas: 17:13:41.445]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017546] treść nr: 35
[Czas: 17:13:41.445]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017546] treść nr: 23
[Czas: 17:13:41.445]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017546] |	 Wynik cząstkowy: 0
[Czas: 17:13:41.445]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017546] |	 Wynik cząstkowy: 60
[Czas: 17:13:41.445]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017546] |	 Wynik cząstkowy: 30
[Czas: 17:13:41.445]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017546] |	 ZDAŁ B |	 Wynik: 30.00 pkt
[Czas: 17:13:41.446]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017547] treść nr: 44
[Czas: 17:13:41.446]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017547] treść nr: 36
[Czas: 17:13:41.446]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017547] treść nr: 15
[Czas: 17:13:41.446]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017547] |	 Wynik cząstkowy: 100
[Czas: 17:13:41.446]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017547] |	 Wynik cząstkowy: 6
[Czas: 17:13:41.446]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017547] |	 Wynik cząstkowy: 25
[Czas: 17:13:41.446]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017547] |	 ZDAŁ B |	 Wynik: 43.67 pkt
[Czas: 17:13:41.447]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017548] treść nr: 35
[Czas: 17:13:41.447]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017548] treść nr: 44
[Czas: 17:13:41.447]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017548] treść nr: 15
[Czas: 17:13:41.447]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017548] |	 Wynik cząstkowy: 63
[Czas: 17:13:41.447]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017548] |	 Wynik cząstkowy: 14
[Czas: 17:13:41.447]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017548] |	 Wynik cząstkowy: 1
[Czas: 17:13:41.448]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017548] |	 OBLAŁ B |	 Wynik: 26.00 pkt
[Czas: 17:13:41.448]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Zadał kandydatowi [PID: 1017549] treść nr: 7
[Czas: 17:13:41.448]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Zadał kandydatowi [PID: 1017549] treść nr: 16
[Czas: 17:13:41.448]	[Komisja B] [PID: 1017056] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Zadał kandydatowi [PID: 1017549] treść nr: 34
[Czas: 17:13:41.449]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017061] [ID: 1] |	 Ocenił kandydata [PID: 1017549] |	 Wynik cząstkowy: 98
[Czas: 17:13:41.449]	[Komisja B] [PID: 1017056] |	 Egzaminator [P] [TID: 1017059] [ID: 0] |	 Ocenił kandydata [PID: 1017549] |	 Wynik cząstkowy: 15
[Czas: 17:13:41.449]	[Komisja B] [PID: 1017056] |	 Egzaminator [C] [TID: 1017062] [ID: 2] |	 Ocenił kandydata [PID: 1017549] |	 Wynik cząstkowy: 8
[Czas: 17:13:41.449]	[Komisja B] [PID: 1017056] |	 Kandydat [PID: 1017549] |	 ZDAŁ B |	 Wynik: 40.33 pkt
