[Czas: 15:42:48.749]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:42:51.164]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887240] treść nr: 24
[Czas: 15:42:56.565]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887268] treść nr: 13
[Czas: 15:42:56.565]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887268] treść nr: 6
[Czas: 15:42:56.565]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887268] treść nr: 44
[Czas: 15:42:56.767]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887268] |	 Wynik cząstkowy: 11
[Czas: 15:42:56.767]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887268] |	 Wynik cząstkowy: 85
[Czas: 15:42:56.767]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887268] |	 Wynik cząstkowy: 63
[Czas: 15:42:56.767]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887268] |	 Wynik cząstkowy: 11
[Czas: 15:42:56.767]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887268] |	 Wynik cząstkowy: 4
[Czas: 15:42:56.768]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887268] |	 ZDAŁ A (-> B) |	 Wynik: 34.80 pkt
[Czas: 15:42:56.768]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887269] treść nr: 36
[Czas: 15:42:56.768]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887269] treść nr: 21
[Czas: 15:42:56.768]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887269] treść nr: 38
[Czas: 15:42:56.769]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887269] treść nr: 43
[Czas: 15:42:56.769]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887269] treść nr: 35
[Czas: 15:42:56.974]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887269] |	 Wynik cząstkowy: 79
[Czas: 15:42:56.974]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887269] |	 Wynik cząstkowy: 90
[Czas: 15:42:56.974]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887269] |	 Wynik cząstkowy: 42
[Czas: 15:42:56.974]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887269] |	 Wynik cząstkowy: 47
[Czas: 15:42:56.974]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887269] |	 Wynik cząstkowy: 39
[Czas: 15:42:56.975]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887269] |	 ZDAŁ A (-> B) |	 Wynik: 59.40 pkt
[Czas: 15:42:56.975]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887270] treść nr: 44
[Czas: 15:42:56.975]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887270] treść nr: 6
[Czas: 15:42:56.975]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887270] treść nr: 8
[Czas: 15:42:56.976]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887270] treść nr: 17
[Czas: 15:42:56.976]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887270] treść nr: 36
[Czas: 15:42:57.178]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887270] |	 Wynik cząstkowy: 95
[Czas: 15:42:57.178]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887270] |	 Wynik cząstkowy: 62
[Czas: 15:42:57.178]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887270] |	 Wynik cząstkowy: 12
[Czas: 15:42:57.178]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887270] |	 Wynik cząstkowy: 15
[Czas: 15:42:57.178]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887270] |	 Wynik cząstkowy: 2
[Czas: 15:42:57.179]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887270] |	 ZDAŁ A (-> B) |	 Wynik: 37.20 pkt
[Czas: 15:42:57.179]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887271] treść nr: 2
[Czas: 15:42:57.179]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887271] treść nr: 48
[Czas: 15:42:57.179]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887271] treść nr: 13
[Czas: 15:42:57.180]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887271] treść nr: 16
[Czas: 15:42:57.180]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887271] treść nr: 3
[Czas: 15:42:57.382]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887271] |	 Wynik cząstkowy: 90
[Czas: 15:42:57.382]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887271] |	 Wynik cząstkowy: 75
[Czas: 15:42:57.382]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887271] |	 Wynik cząstkowy: 83
[Czas: 15:42:57.382]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887271] |	 Wynik cząstkowy: 45
[Czas: 15:42:57.382]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887271] |	 Wynik cząstkowy: 39
[Czas: 15:42:57.383]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887271] |	 ZDAŁ A (-> B) |	 Wynik: 66.40 pkt
[Czas: 15:42:57.383]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887272] treść nr: 25
[Czas: 15:42:57.383]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887272] treść nr: 38
[Czas: 15:42:57.383]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887272] treść nr: 5
[Czas: 15:42:57.384]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887272] treść nr: 12
[Czas: 15:42:57.384]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887272] treść nr: 32
[Czas: 15:42:57.591]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887272] |	 Wynik cząstkowy: 100
[Czas: 15:42:57.591]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887272] |	 Wynik cząstkowy: 81
[Czas: 15:42:57.591]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887272] |	 Wynik cząstkowy: 12
[Czas: 15:42:57.591]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887272] |	 Wynik cząstkowy: 10
[Czas: 15:42:57.591]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887272] |	 Wynik cząstkowy: 37
[Czas: 15:42:57.591]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887272] |	 ZDAŁ A (-> B) |	 Wynik: 48.00 pkt
[Czas: 15:42:57.592]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887273] treść nr: 16
[Czas: 15:42:57.592]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887273] treść nr: 25
[Czas: 15:42:57.592]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887273] treść nr: 39
[Czas: 15:42:57.592]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887273] treść nr: 24
[Czas: 15:42:57.592]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887273] treść nr: 41
[Czas: 15:42:57.795]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887273] |	 Wynik cząstkowy: 33
[Czas: 15:42:57.795]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887273] |	 Wynik cząstkowy: 38
[Czas: 15:42:57.795]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887273] |	 Wynik cząstkowy: 90
[Czas: 15:42:57.795]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887273] |	 Wynik cząstkowy: 65
[Czas: 15:42:57.795]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887273] |	 Wynik cząstkowy: 10
[Czas: 15:42:57.796]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887273] |	 ZDAŁ A (-> B) |	 Wynik: 47.20 pkt
[Czas: 15:42:57.797]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887274] treść nr: 19
[Czas: 15:42:57.797]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887274] treść nr: 21
[Czas: 15:42:57.797]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887274] treść nr: 5
[Czas: 15:42:57.797]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887274] treść nr: 31
[Czas: 15:42:57.797]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887274] treść nr: 38
[Czas: 15:42:58.003]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887274] |	 Wynik cząstkowy: 40
[Czas: 15:42:58.003]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887274] |	 Wynik cząstkowy: 30
[Czas: 15:42:58.003]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887274] |	 Wynik cząstkowy: 55
[Czas: 15:42:58.003]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887274] |	 Wynik cząstkowy: 51
[Czas: 15:42:58.003]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887274] |	 Wynik cząstkowy: 77
[Czas: 15:42:58.004]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887274] |	 ZDAŁ A (-> B) |	 Wynik: 50.60 pkt
[Czas: 15:42:58.004]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887275] treść nr: 35
[Czas: 15:42:58.005]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887275] treść nr: 8
[Czas: 15:42:58.005]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887275] treść nr: 28
[Czas: 15:42:58.005]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887275] treść nr: 41
[Czas: 15:42:58.005]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887275] treść nr: 21
[Czas: 15:42:58.206]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887275] |	 Wynik cząstkowy: 68
[Czas: 15:42:58.206]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887275] |	 Wynik cząstkowy: 82
[Czas: 15:42:58.206]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887275] |	 Wynik cząstkowy: 86
[Czas: 15:42:58.206]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887275] |	 Wynik cząstkowy: 58
[Czas: 15:42:58.206]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887275] |	 Wynik cząstkowy: 56
[Czas: 15:42:58.207]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887275] |	 ZDAŁ A (-> B) |	 Wynik: 70.00 pkt
[Czas: 15:42:58.208]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887276] treść nr: 33
[Czas: 15:42:58.208]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887276] treść nr: 36
[Czas: 15:42:58.208]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887276] treść nr: 39
[Czas: 15:42:58.208]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887276] treść nr: 23
[Czas: 15:42:58.209]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887276] treść nr: 9
[Czas: 15:42:58.414]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887276] |	 Wynik cząstkowy: 66
[Czas: 15:42:58.414]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887276] |	 Wynik cząstkowy: 31
[Czas: 15:42:58.414]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887276] |	 Wynik cząstkowy: 79
[Czas: 15:42:58.414]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887276] |	 Wynik cząstkowy: 83
[Czas: 15:42:58.414]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887276] |	 Wynik cząstkowy: 64
[Czas: 15:42:58.414]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887276] |	 ZDAŁ A (-> B) |	 Wynik: 64.60 pkt
[Czas: 15:42:58.415]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887277] treść nr: 39
[Czas: 15:42:58.415]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887277] treść nr: 16
[Czas: 15:42:58.415]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887277] treść nr: 38
[Czas: 15:42:58.415]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887277] treść nr: 45
[Czas: 15:42:58.416]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887277] treść nr: 47
[Czas: 15:42:58.617]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887277] |	 Wynik cząstkowy: 2
[Czas: 15:42:58.617]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887277] |	 Wynik cząstkowy: 20
[Czas: 15:42:58.617]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887277] |	 Wynik cząstkowy: 90
[Czas: 15:42:58.617]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887277] |	 Wynik cząstkowy: 23
[Czas: 15:42:58.617]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887277] |	 Wynik cząstkowy: 70
[Czas: 15:42:58.618]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887277] |	 ZDAŁ A (-> B) |	 Wynik: 41.00 pkt
[Czas: 15:42:58.619]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887278] treść nr: 23
[Czas: 15:42:58.619]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887278] treść nr: 13
[Czas: 15:42:58.619]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887278] treść nr: 45
[Czas: 15:42:58.619]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887278] treść nr: 50
[Czas: 15:42:58.619]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887278] treść nr: 6
[Czas: 15:42:58.821]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887278] |	 Wynik cząstkowy: 68
[Czas: 15:42:58.821]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887278] |	 Wynik cząstkowy: 26
[Czas: 15:42:58.821]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887278] |	 Wynik cząstkowy: 46
[Czas: 15:42:58.821]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887278] |	 Wynik cząstkowy: 70
[Czas: 15:42:58.821]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887278] |	 Wynik cząstkowy: 78
[Czas: 15:42:58.821]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887278] |	 ZDAŁ A (-> B) |	 Wynik: 57.60 pkt
[Czas: 15:42:58.822]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887279] treść nr: 50
[Czas: 15:42:58.822]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887279] treść nr: 46
[Czas: 15:42:58.822]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887279] treść nr: 18
[Czas: 15:42:58.822]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887279] treść nr: 40
[Czas: 15:42:58.822]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887279] treść nr: 28
[Czas: 15:42:59.023]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887279] |	 Wynik cząstkowy: 70
[Czas: 15:42:59.023]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887279] |	 Wynik cząstkowy: 53
[Czas: 15:42:59.023]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887279] |	 Wynik cząstkowy: 29
[Czas: 15:42:59.023]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887279] |	 Wynik cząstkowy: 60
[Czas: 15:42:59.023]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887279] |	 Wynik cząstkowy: 29
[Czas: 15:42:59.024]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887279] |	 ZDAŁ A (-> B) |	 Wynik: 48.20 pkt
[Czas: 15:42:59.024]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887280] treść nr: 47
[Czas: 15:42:59.024]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887280] treść nr: 33
[Czas: 15:42:59.025]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Zadał kandydatowi [PID: 887280] treść nr: 22
[Czas: 15:42:59.025]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887280] treść nr: 41
[Czas: 15:42:59.025]	[Komisja A] [PID: 887229] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887280] treść nr: 29
[Czas: 15:42:59.227]	[Komisja A] [PID: 887229] |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Ocenił kandydata [PID: 887280] |	 Wynik cząstkowy: 58
[Czas: 15:42:59.227]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Ocenił kandydata [PID: 887280] |	 Wynik cząstkowy: 12
[Czas: 15:42:59.227]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887239] [ID: 4] |	 Ocenił kandydata [PID: 887280] |	 Wynik cząstkowy: 81
[Czas: 15:42:59.228]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Ocenił kandydata [PID: 887280] |	 Wynik cząstkowy: 99
[Czas: 15:42:59.227]	[Komisja A] [PID: 887229] |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Ocenił kandydata [PID: 887280] |	 Wynik cząstkowy: 6
[Czas: 15:42:59.228]	[Komisja A] [PID: 887229] |	 Kandydat [PID: 887280] |	 ZDAŁ A (-> B) |	 Wynik: 51.20 pkt
[Czas: 15:42:59.229]	[Komisja A] [PID: 887229] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 887238] [ID: 3] |	 Zadał kandydatowi [PID: 887281] treść nr: 38
[Czas: 15:42:59.229]	[Komisja A] [PID: 887229] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 887232] [ID: 0] |	 Zadał kandydatowi [PID: 887281] treść nr: 42
[Czas: 15:42:59.229]	[Komisja A] [PID: 887229] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 887234] [ID: 1] |	 Zadał kandydatowi [PID: 887281] treść nr: 26
[Czas: 15:42:59.229]	[Komisja A] [PID: 887229] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 887236] [ID: 2] |	 Zadał kandydatowi [PID: 887281] treść nr: 40
