[Czas: 16:24:01.694]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 16:24:02.009]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920338] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.095]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920679] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920680] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920681] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920682] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920683] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920684] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920685] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920686] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920687] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920688] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920689] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920690] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920691] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920692] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920693] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920694] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.096]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920695] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920696] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920697] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920698] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920699] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920700] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920701] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920702] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920703] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920704] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920705] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.097]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920706] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920707] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920708] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920709] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920710] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920711] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920712] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920713] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920714] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920715] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920716] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920717] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920718] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920719] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920720] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.098]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920721] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920722] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920723] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920724] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920725] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920726] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920727] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920728] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920729] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920730] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920731] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920732] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920733] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.099]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920734] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920735] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920736] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920737] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920738] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920739] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920740] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920741] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920742] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920743] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920744] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920745] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920746] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.100]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920747] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920748] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920749] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920750] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920751] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920752] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920753] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920754] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920755] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920756] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920757] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920758] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920759] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920760] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.101]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920761] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920762] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920763] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920764] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920765] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920766] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920767] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920768] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920769] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920770] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920771] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920772] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920773] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.102]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920774] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.103]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920775] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.103]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920776] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.103]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920777] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.103]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920778] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.103]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920779] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.103]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920780] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.103]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920781] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.103]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920782] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.129]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920783] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.129]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920784] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.129]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920785] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.129]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920786] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920787] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920788] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920789] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920790] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920791] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920792] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920793] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920794] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920795] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920796] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920797] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920798] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920799] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920800] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920801] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920802] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920803] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920804] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920805] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920806] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920807] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920808] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.130]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920809] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920810] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920811] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920812] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920813] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920814] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920815] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920816] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920817] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920818] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920819] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920820] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920821] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920822] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920823] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920824] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920825] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920826] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920827] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920828] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920829] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.131]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920830] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920831] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920832] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920833] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920834] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920835] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920836] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920837] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920838] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920839] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920840] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920841] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920842] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920843] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920844] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 16:24:02.132]	[Komisja A] [PID: 920336] |	 Kandydat [PID: 920845] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
