[Czas: 15:55:19.777]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:55:21.054]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897606] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:55:25.612]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898318] treść nr: 50
[Czas: 15:55:25.612]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898318] treść nr: 44
[Czas: 15:55:25.612]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898318] |	 Wynik cząstkowy: 93
[Czas: 15:55:25.612]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898318] |	 Wynik cząstkowy: 86
[Czas: 15:55:25.612]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898318] |	 Wynik cząstkowy: 34
[Czas: 15:55:25.612]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898318] |	 Wynik cząstkowy: 79
[Czas: 15:55:25.612]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898318] |	 Wynik cząstkowy: 18
[Czas: 15:55:25.614]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898318] |	 ZDAŁ A (-> B) |	 Wynik: 62.00 pkt
[Czas: 15:55:25.614]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898319] treść nr: 10
[Czas: 15:55:25.615]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898319] treść nr: 47
[Czas: 15:55:25.615]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898319] treść nr: 38
[Czas: 15:55:25.615]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898319] treść nr: 5
[Czas: 15:55:25.615]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898319] treść nr: 33
[Czas: 15:55:25.616]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898319] |	 Wynik cząstkowy: 50
[Czas: 15:55:25.616]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898319] |	 Wynik cząstkowy: 87
[Czas: 15:55:25.616]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898319] |	 Wynik cząstkowy: 85
[Czas: 15:55:25.616]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898319] |	 Wynik cząstkowy: 79
[Czas: 15:55:25.616]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898319] |	 Wynik cząstkowy: 27
[Czas: 15:55:25.617]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898319] |	 ZDAŁ A (-> B) |	 Wynik: 65.60 pkt
[Czas: 15:55:25.617]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898320] treść nr: 1
[Czas: 15:55:25.617]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898320] treść nr: 26
[Czas: 15:55:25.617]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898320] treść nr: 25
[Czas: 15:55:25.618]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898320] treść nr: 16
[Czas: 15:55:25.618]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898320] treść nr: 43
[Czas: 15:55:25.618]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898320] |	 Wynik cząstkowy: 20
[Czas: 15:55:25.618]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898320] |	 Wynik cząstkowy: 22
[Czas: 15:55:25.618]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898320] |	 Wynik cząstkowy: 97
[Czas: 15:55:25.618]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898320] |	 Wynik cząstkowy: 48
[Czas: 15:55:25.618]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898320] |	 Wynik cząstkowy: 27
[Czas: 15:55:25.619]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898320] |	 ZDAŁ A (-> B) |	 Wynik: 42.80 pkt
[Czas: 15:55:25.619]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898321] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:55:25.620]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898322] treść nr: 17
[Czas: 15:55:25.620]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898322] treść nr: 18
[Czas: 15:55:25.620]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898322] treść nr: 13
[Czas: 15:55:25.620]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898322] treść nr: 44
[Czas: 15:55:25.621]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898322] treść nr: 8
[Czas: 15:55:25.621]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898322] |	 Wynik cząstkowy: 35
[Czas: 15:55:25.621]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898322] |	 Wynik cząstkowy: 19
[Czas: 15:55:25.621]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898322] |	 Wynik cząstkowy: 93
[Czas: 15:55:25.621]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898322] |	 Wynik cząstkowy: 56
[Czas: 15:55:25.622]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898322] |	 Wynik cząstkowy: 52
[Czas: 15:55:25.622]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898322] |	 ZDAŁ A (-> B) |	 Wynik: 51.00 pkt
[Czas: 15:55:25.623]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898323] treść nr: 26
[Czas: 15:55:25.623]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898323] treść nr: 19
[Czas: 15:55:25.623]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898323] treść nr: 32
[Czas: 15:55:25.623]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898323] treść nr: 2
[Czas: 15:55:25.624]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898323] treść nr: 7
[Czas: 15:55:25.624]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898323] |	 Wynik cząstkowy: 43
[Czas: 15:55:25.624]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898323] |	 Wynik cząstkowy: 33
[Czas: 15:55:25.624]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898323] |	 Wynik cząstkowy: 27
[Czas: 15:55:25.624]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898323] |	 Wynik cząstkowy: 39
[Czas: 15:55:25.624]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898323] |	 Wynik cząstkowy: 59
[Czas: 15:55:25.625]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898323] |	 ZDAŁ A (-> B) |	 Wynik: 40.20 pkt
[Czas: 15:55:25.626]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898324] treść nr: 8
[Czas: 15:55:25.626]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898324] treść nr: 43
[Czas: 15:55:25.626]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898324] treść nr: 23
[Czas: 15:55:25.626]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898324] treść nr: 32
[Czas: 15:55:25.626]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898324] treść nr: 42
[Czas: 15:55:25.627]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898324] |	 Wynik cząstkowy: 100
[Czas: 15:55:25.627]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898324] |	 Wynik cząstkowy: 25
[Czas: 15:55:25.627]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898324] |	 Wynik cząstkowy: 20
[Czas: 15:55:25.627]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898324] |	 Wynik cząstkowy: 52
[Czas: 15:55:25.627]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898324] |	 Wynik cząstkowy: 19
[Czas: 15:55:25.628]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898324] |	 ZDAŁ A (-> B) |	 Wynik: 43.20 pkt
[Czas: 15:55:25.628]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898325] treść nr: 47
[Czas: 15:55:25.629]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898325] treść nr: 39
[Czas: 15:55:25.629]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898325] treść nr: 31
[Czas: 15:55:25.629]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898325] treść nr: 4
[Czas: 15:55:25.629]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898325] treść nr: 45
[Czas: 15:55:25.630]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898325] |	 Wynik cząstkowy: 60
[Czas: 15:55:25.630]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898325] |	 Wynik cząstkowy: 54
[Czas: 15:55:25.630]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898325] |	 Wynik cząstkowy: 99
[Czas: 15:55:25.630]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898325] |	 Wynik cząstkowy: 19
[Czas: 15:55:25.630]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898325] |	 Wynik cząstkowy: 78
[Czas: 15:55:25.631]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898325] |	 ZDAŁ A (-> B) |	 Wynik: 62.00 pkt
[Czas: 15:55:25.631]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898326] treść nr: 34
[Czas: 15:55:25.631]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898326] treść nr: 44
[Czas: 15:55:25.632]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898326] treść nr: 31
[Czas: 15:55:25.632]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898326] treść nr: 37
[Czas: 15:55:25.632]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898326] treść nr: 19
[Czas: 15:55:25.633]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898326] |	 Wynik cząstkowy: 80
[Czas: 15:55:25.633]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898326] |	 Wynik cząstkowy: 93
[Czas: 15:55:25.633]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898326] |	 Wynik cząstkowy: 12
[Czas: 15:55:25.633]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898326] |	 Wynik cząstkowy: 9
[Czas: 15:55:25.633]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898326] |	 Wynik cząstkowy: 98
[Czas: 15:55:25.633]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898326] |	 ZDAŁ A (-> B) |	 Wynik: 58.40 pkt
[Czas: 15:55:25.634]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898327] treść nr: 1
[Czas: 15:55:25.634]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898327] treść nr: 29
[Czas: 15:55:25.634]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898327] treść nr: 32
[Czas: 15:55:25.634]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898327] treść nr: 23
[Czas: 15:55:25.634]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898327] treść nr: 10
[Czas: 15:55:25.635]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898327] |	 Wynik cząstkowy: 34
[Czas: 15:55:25.635]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898327] |	 Wynik cząstkowy: 71
[Czas: 15:55:25.635]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898327] |	 Wynik cząstkowy: 34
[Czas: 15:55:25.635]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898327] |	 Wynik cząstkowy: 12
[Czas: 15:55:25.635]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898327] |	 Wynik cząstkowy: 64
[Czas: 15:55:25.636]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898327] |	 ZDAŁ A (-> B) |	 Wynik: 43.00 pkt
[Czas: 15:55:25.636]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898328] treść nr: 18
[Czas: 15:55:25.636]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898328] treść nr: 5
[Czas: 15:55:25.636]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898328] treść nr: 34
[Czas: 15:55:25.637]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898328] treść nr: 50
[Czas: 15:55:25.637]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898328] treść nr: 11
[Czas: 15:55:25.637]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898328] |	 Wynik cząstkowy: 97
[Czas: 15:55:25.637]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898328] |	 Wynik cząstkowy: 35
[Czas: 15:55:25.637]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898328] |	 Wynik cząstkowy: 18
[Czas: 15:55:25.637]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898328] |	 Wynik cząstkowy: 41
[Czas: 15:55:25.637]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898328] |	 Wynik cząstkowy: 89
[Czas: 15:55:25.638]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898328] |	 ZDAŁ A (-> B) |	 Wynik: 56.00 pkt
[Czas: 15:55:25.639]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898329] treść nr: 31
[Czas: 15:55:25.639]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898329] treść nr: 29
[Czas: 15:55:25.639]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898329] treść nr: 42
[Czas: 15:55:25.639]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898329] treść nr: 14
[Czas: 15:55:25.640]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898329] treść nr: 17
[Czas: 15:55:25.640]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898329] |	 Wynik cząstkowy: 95
[Czas: 15:55:25.640]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898329] |	 Wynik cząstkowy: 18
[Czas: 15:55:25.640]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898329] |	 Wynik cząstkowy: 49
[Czas: 15:55:25.640]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898329] |	 Wynik cząstkowy: 15
[Czas: 15:55:25.640]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898329] |	 Wynik cząstkowy: 94
[Czas: 15:55:25.641]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898329] |	 ZDAŁ A (-> B) |	 Wynik: 54.20 pkt
[Czas: 15:55:25.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898330] treść nr: 17
[Czas: 15:55:25.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898330] treść nr: 36
[Czas: 15:55:25.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898330] treść nr: 2
[Czas: 15:55:25.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898330] treść nr: 48
[Czas: 15:55:25.643]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898330] treść nr: 10
[Czas: 15:55:25.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898330] |	 Wynik cząstkowy: 89
[Czas: 15:55:25.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898330] |	 Wynik cząstkowy: 37
[Czas: 15:55:25.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898330] |	 Wynik cząstkowy: 6
[Czas: 15:55:25.643]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898330] |	 Wynik cząstkowy: 59
[Czas: 15:55:25.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898330] |	 Wynik cząstkowy: 28
[Czas: 15:55:25.644]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898330] |	 ZDAŁ A (-> B) |	 Wynik: 43.80 pkt
[Czas: 15:55:25.644]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898331] treść nr: 4
[Czas: 15:55:25.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898331] treść nr: 38
[Czas: 15:55:25.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898331] treść nr: 37
[Czas: 15:55:25.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898331] treść nr: 39
[Czas: 15:55:25.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898331] treść nr: 47
[Czas: 15:55:25.646]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898331] |	 Wynik cząstkowy: 63
[Czas: 15:55:25.646]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898331] |	 Wynik cząstkowy: 94
[Czas: 15:55:25.646]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898331] |	 Wynik cząstkowy: 56
[Czas: 15:55:25.646]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898331] |	 Wynik cząstkowy: 91
[Czas: 15:55:25.646]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898331] |	 Wynik cząstkowy: 17
[Czas: 15:55:25.646]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898331] |	 ZDAŁ A (-> B) |	 Wynik: 64.20 pkt
[Czas: 15:55:25.647]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898332] treść nr: 13
[Czas: 15:55:25.647]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898332] treść nr: 44
[Czas: 15:55:25.647]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898332] treść nr: 7
[Czas: 15:55:25.647]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898332] treść nr: 26
