[Czas: 11:54:57.879]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 11:55:04.862]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 316760] treść nr: 31
[Czas: 11:57:17.943]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317251] treść nr: 46
[Czas: 11:57:18.245]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317251] | Numer pytania: 42 | Jego odpowiedz: 44 	 Wynik cząstkowy: 76
[Czas: 11:57:18.245]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317251] | Numer pytania: 46 | Jego odpowiedz: 51 	 Wynik cząstkowy: 19
[Czas: 11:57:18.245]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317251] | Numer pytania: 36 | Jego odpowiedz: 40 	 Wynik cząstkowy: 28
[Czas: 11:57:18.245]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317251] | Numer pytania: 45 | Jego odpowiedz: 49 	 Wynik cząstkowy: 94
[Czas: 11:57:18.245]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317251] | Numer pytania: 28 | Jego odpowiedz: 32 	 Wynik cząstkowy: 41
[Czas: 11:57:18.246]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317251] |	 ZDAŁ A (-> B) |	 Wynik: 51.60 pkt
[Czas: 11:57:18.246]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317252] treść nr: 23
[Czas: 11:57:18.246]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317252] treść nr: 3
[Czas: 11:57:18.246]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317252] treść nr: 8
[Czas: 11:57:18.247]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317252] treść nr: 42
[Czas: 11:57:18.247]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317252] treść nr: 19
[Czas: 11:57:18.549]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317252] | Numer pytania: 19 | Jego odpowiedz: 21 	 Wynik cząstkowy: 8
[Czas: 11:57:18.549]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317252] | Numer pytania: 42 | Jego odpowiedz: 47 	 Wynik cząstkowy: 11
[Czas: 11:57:18.549]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317252] | Numer pytania: 3 | Jego odpowiedz: 13 	 Wynik cząstkowy: 36
[Czas: 11:57:18.549]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317252] | Numer pytania: 8 | Jego odpowiedz: 16 	 Wynik cząstkowy: 56
[Czas: 11:57:18.549]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317252] | Numer pytania: 23 | Jego odpowiedz: 33 	 Wynik cząstkowy: 58
[Czas: 11:57:18.549]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317252] |	 ZDAŁ A (-> B) |	 Wynik: 33.80 pkt
[Czas: 11:57:18.550]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317253] treść nr: 9
[Czas: 11:57:18.550]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317253] treść nr: 20
[Czas: 11:57:18.550]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317253] treść nr: 37
[Czas: 11:57:18.550]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317253] treść nr: 13
[Czas: 11:57:18.551]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317253] treść nr: 36
[Czas: 11:57:18.852]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317253] | Numer pytania: 9 | Jego odpowiedz: 11 	 Wynik cząstkowy: 40
[Czas: 11:57:18.852]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317253] | Numer pytania: 20 | Jego odpowiedz: 28 	 Wynik cząstkowy: 2
[Czas: 11:57:18.852]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317253] | Numer pytania: 37 | Jego odpowiedz: 42 	 Wynik cząstkowy: 4
[Czas: 11:57:18.852]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317253] | Numer pytania: 36 | Jego odpowiedz: 39 	 Wynik cząstkowy: 65
[Czas: 11:57:18.852]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317253] | Numer pytania: 13 | Jego odpowiedz: 22 	 Wynik cząstkowy: 70
[Czas: 11:57:18.853]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317253] |	 ZDAŁ A (-> B) |	 Wynik: 36.20 pkt
[Czas: 11:57:18.854]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317254] treść nr: 7
[Czas: 11:57:18.854]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317254] treść nr: 39
[Czas: 11:57:18.854]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317254] treść nr: 19
[Czas: 11:57:18.854]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317254] treść nr: 49
[Czas: 11:57:18.854]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317254] treść nr: 34
[Czas: 11:57:19.156]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317254] | Numer pytania: 39 | Jego odpowiedz: 49 	 Wynik cząstkowy: 93
[Czas: 11:57:19.156]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317254] | Numer pytania: 7 | Jego odpowiedz: 17 	 Wynik cząstkowy: 31
[Czas: 11:57:19.156]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317254] | Numer pytania: 49 | Jego odpowiedz: 52 	 Wynik cząstkowy: 33
[Czas: 11:57:19.156]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317254] | Numer pytania: 34 | Jego odpowiedz: 39 	 Wynik cząstkowy: 73
[Czas: 11:57:19.156]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317254] | Numer pytania: 19 | Jego odpowiedz: 27 	 Wynik cząstkowy: 2
[Czas: 11:57:19.156]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317254] |	 ZDAŁ A (-> B) |	 Wynik: 46.40 pkt
[Czas: 11:57:19.157]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317255] treść nr: 49
[Czas: 11:57:19.157]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317255] treść nr: 2
[Czas: 11:57:19.157]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317255] treść nr: 14
[Czas: 11:57:19.158]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317255] treść nr: 41
[Czas: 11:57:19.158]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317255] treść nr: 22
[Czas: 11:57:19.459]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317255] | Numer pytania: 14 | Jego odpowiedz: 22 	 Wynik cząstkowy: 3
[Czas: 11:57:19.459]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317255] | Numer pytania: 49 | Jego odpowiedz: 53 	 Wynik cząstkowy: 58
[Czas: 11:57:19.459]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317255] | Numer pytania: 41 | Jego odpowiedz: 42 	 Wynik cząstkowy: 29
[Czas: 11:57:19.459]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317255] | Numer pytania: 22 | Jego odpowiedz: 28 	 Wynik cząstkowy: 74
[Czas: 11:57:19.459]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317255] | Numer pytania: 2 | Jego odpowiedz: 5 	 Wynik cząstkowy: 93
[Czas: 11:57:19.460]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317255] |	 ZDAŁ A (-> B) |	 Wynik: 51.40 pkt
[Czas: 11:57:19.461]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317256] treść nr: 6
[Czas: 11:57:19.461]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317256] treść nr: 28
[Czas: 11:57:19.461]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317256] treść nr: 37
[Czas: 11:57:19.461]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317256] treść nr: 45
[Czas: 11:57:19.462]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317256] treść nr: 40
[Czas: 11:57:19.764]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317256] | Numer pytania: 37 | Jego odpowiedz: 42 	 Wynik cząstkowy: 89
[Czas: 11:57:19.764]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317256] | Numer pytania: 28 | Jego odpowiedz: 37 	 Wynik cząstkowy: 49
[Czas: 11:57:19.764]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317256] | Numer pytania: 6 | Jego odpowiedz: 13 	 Wynik cząstkowy: 73
[Czas: 11:57:19.764]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317256] | Numer pytania: 45 | Jego odpowiedz: 50 	 Wynik cząstkowy: 77
[Czas: 11:57:19.764]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317256] | Numer pytania: 40 | Jego odpowiedz: 48 	 Wynik cząstkowy: 33
[Czas: 11:57:19.765]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317256] |	 ZDAŁ A (-> B) |	 Wynik: 64.20 pkt
[Czas: 11:57:19.766]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317257] treść nr: 8
[Czas: 11:57:19.766]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317257] treść nr: 11
[Czas: 11:57:19.766]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317257] treść nr: 31
[Czas: 11:57:19.766]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317257] treść nr: 27
[Czas: 11:57:19.766]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317257] treść nr: 17
[Czas: 11:57:20.068]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317257] | Numer pytania: 31 | Jego odpowiedz: 33 	 Wynik cząstkowy: 75
[Czas: 11:57:20.068]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317257] | Numer pytania: 8 | Jego odpowiedz: 16 	 Wynik cząstkowy: 95
[Czas: 11:57:20.068]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317257] | Numer pytania: 11 | Jego odpowiedz: 14 	 Wynik cząstkowy: 94
[Czas: 11:57:20.068]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317257] | Numer pytania: 27 | Jego odpowiedz: 29 	 Wynik cząstkowy: 26
[Czas: 11:57:20.068]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317257] | Numer pytania: 17 | Jego odpowiedz: 19 	 Wynik cząstkowy: 1
[Czas: 11:57:20.069]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317257] |	 ZDAŁ A (-> B) |	 Wynik: 58.20 pkt
[Czas: 11:57:20.069]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317258] treść nr: 39
[Czas: 11:57:20.070]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317258] treść nr: 36
[Czas: 11:57:20.070]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317258] treść nr: 31
[Czas: 11:57:20.070]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317258] treść nr: 9
[Czas: 11:57:20.070]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317258] treść nr: 43
[Czas: 11:57:20.377]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317258] | Numer pytania: 39 | Jego odpowiedz: 43 	 Wynik cząstkowy: 2
[Czas: 11:57:20.377]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317258] | Numer pytania: 36 | Jego odpowiedz: 45 	 Wynik cząstkowy: 50
[Czas: 11:57:20.377]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317258] | Numer pytania: 43 | Jego odpowiedz: 45 	 Wynik cząstkowy: 8
[Czas: 11:57:20.378]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317258] | Numer pytania: 31 | Jego odpowiedz: 32 	 Wynik cząstkowy: 5
[Czas: 11:57:20.378]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317258] | Numer pytania: 9 | Jego odpowiedz: 10 	 Wynik cząstkowy: 34
[Czas: 11:57:20.378]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317258] |	 OBLAŁ A (Koniec) |	 Wynik: 19.80 pkt
[Czas: 11:57:20.378]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317259] treść nr: 29
[Czas: 11:57:20.378]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317259] treść nr: 21
[Czas: 11:57:20.378]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317259] treść nr: 5
[Czas: 11:57:20.379]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317259] treść nr: 45
[Czas: 11:57:20.379]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317259] treść nr: 3
[Czas: 11:57:20.681]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317259] | Numer pytania: 5 | Jego odpowiedz: 12 	 Wynik cząstkowy: 79
[Czas: 11:57:20.680]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317259] | Numer pytania: 21 | Jego odpowiedz: 28 	 Wynik cząstkowy: 44
[Czas: 11:57:20.681]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317259] | Numer pytania: 3 | Jego odpowiedz: 5 	 Wynik cząstkowy: 88
[Czas: 11:57:20.681]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317259] | Numer pytania: 29 | Jego odpowiedz: 39 	 Wynik cząstkowy: 86
[Czas: 11:57:20.681]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317259] | Numer pytania: 45 | Jego odpowiedz: 51 	 Wynik cząstkowy: 89
[Czas: 11:57:20.681]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317259] |	 ZDAŁ A (-> B) |	 Wynik: 77.20 pkt
[Czas: 11:57:20.682]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317260] treść nr: 26
[Czas: 11:57:20.682]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317260] treść nr: 30
[Czas: 11:57:20.682]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317260] treść nr: 20
[Czas: 11:57:20.682]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317260] treść nr: 42
[Czas: 11:57:20.682]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317260] treść nr: 15
[Czas: 11:57:19.262]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317260] | Numer pytania: 30 | Jego odpowiedz: 31 	 Wynik cząstkowy: 61
[Czas: 11:57:19.263]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317260] | Numer pytania: 42 | Jego odpowiedz: 50 	 Wynik cząstkowy: 89
[Czas: 11:57:19.262]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317260] | Numer pytania: 26 | Jego odpowiedz: 33 	 Wynik cząstkowy: 48
[Czas: 11:57:19.263]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317260] | Numer pytania: 15 | Jego odpowiedz: 24 	 Wynik cząstkowy: 31
[Czas: 11:57:19.263]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317260] | Numer pytania: 20 | Jego odpowiedz: 26 	 Wynik cząstkowy: 1
[Czas: 11:57:19.263]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317260] |	 ZDAŁ A (-> B) |	 Wynik: 46.00 pkt
[Czas: 11:57:19.264]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317261] treść nr: 34
[Czas: 11:57:19.264]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317261] treść nr: 5
[Czas: 11:57:19.264]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317261] treść nr: 42
[Czas: 11:57:19.264]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317261] treść nr: 47
[Czas: 11:57:19.264]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317261] treść nr: 40
[Czas: 11:57:19.566]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317261] | Numer pytania: 42 | Jego odpowiedz: 45 	 Wynik cząstkowy: 4
[Czas: 11:57:19.566]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317261] | Numer pytania: 5 | Jego odpowiedz: 9 	 Wynik cząstkowy: 45
[Czas: 11:57:19.566]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317261] | Numer pytania: 47 | Jego odpowiedz: 51 	 Wynik cząstkowy: 38
[Czas: 11:57:19.566]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317261] | Numer pytania: 34 | Jego odpowiedz: 39 	 Wynik cząstkowy: 61
[Czas: 11:57:19.566]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317261] | Numer pytania: 40 | Jego odpowiedz: 45 	 Wynik cząstkowy: 10
[Czas: 11:57:19.567]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317261] |	 ZDAŁ A (-> B) |	 Wynik: 31.60 pkt
[Czas: 11:57:19.567]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317262] treść nr: 43
[Czas: 11:57:19.567]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317262] treść nr: 16
[Czas: 11:57:19.568]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317262] treść nr: 49
[Czas: 11:57:19.568]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317262] treść nr: 39
[Czas: 11:57:19.568]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317262] treść nr: 19
[Czas: 11:57:19.869]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317262] | Numer pytania: 43 | Jego odpowiedz: 46 	 Wynik cząstkowy: 10
[Czas: 11:57:19.869]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317262] | Numer pytania: 19 | Jego odpowiedz: 22 	 Wynik cząstkowy: 70
[Czas: 11:57:19.869]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317262] | Numer pytania: 49 | Jego odpowiedz: 52 	 Wynik cząstkowy: 42
[Czas: 11:57:19.869]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317262] | Numer pytania: 39 | Jego odpowiedz: 42 	 Wynik cząstkowy: 97
[Czas: 11:57:19.869]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317262] | Numer pytania: 16 | Jego odpowiedz: 22 	 Wynik cząstkowy: 92
[Czas: 11:57:19.871]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317262] |	 ZDAŁ A (-> B) |	 Wynik: 62.20 pkt
[Czas: 11:57:19.872]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317263] treść nr: 42
[Czas: 11:57:19.872]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317263] treść nr: 28
