[Czas: 16:24:01.694]	[Dziekan] [PID: 920335] Rekrutacja otwarta. Generuję komisje i kandydatów 
[Czas: 16:24:01.694]	[Dziekan] [PID: 920335] Rozpoczynam sekwencyjne tworzenie kandydatów...
[Czas: 16:24:02.009]	[Dziekan] [PID: 920335] Utworzono 500 kandydatów. Czekają w kolejce FIFO.
[Czas: 16:24:02.009]	[Dziekan] [PID: 920335] Czekam na godzinę T 2...
[Czas: 16:24:02.009]	[Dziekan] [PID: 920335] Godzina T wybija! Odbieram zgłoszenia (FIFO).
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920685] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920686] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920687] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920688] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920689] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920690] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920691] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920692] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920693] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920694] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.096]	[Dziekan] [PID: 920335] Kandydat [PID: 920695] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920696] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920697] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920698] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920699] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920700] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920701] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920702] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920703] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920704] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920705] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920706] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.097]	[Dziekan] [PID: 920335] Kandydat [PID: 920707] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920708] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920709] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920710] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920711] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920712] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920713] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920714] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920715] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920716] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920717] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920718] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920719] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920720] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.098]	[Dziekan] [PID: 920335] Kandydat [PID: 920721] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920722] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920723] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920724] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920725] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920726] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920727] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920728] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920729] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920730] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920731] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920732] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920733] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.099]	[Dziekan] [PID: 920335] Kandydat [PID: 920734] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920735] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920736] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920737] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920738] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920739] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920740] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920741] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920742] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920743] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920744] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920745] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920746] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.100]	[Dziekan] [PID: 920335] Kandydat [PID: 920747] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920748] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920749] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920750] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920751] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920752] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920753] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920754] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920755] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920756] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920757] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920758] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920759] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920760] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920761] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.101]	[Dziekan] [PID: 920335] Kandydat [PID: 920762] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920763] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920764] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920765] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920766] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920767] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920768] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920769] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920770] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920771] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920772] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920773] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920774] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.102]	[Dziekan] [PID: 920335] Kandydat [PID: 920775] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.103]	[Dziekan] [PID: 920335] Kandydat [PID: 920776] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.103]	[Dziekan] [PID: 920335] Kandydat [PID: 920777] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.103]	[Dziekan] [PID: 920335] Kandydat [PID: 920778] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.103]	[Dziekan] [PID: 920335] Kandydat [PID: 920779] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.103]	[Dziekan] [PID: 920335] Kandydat [PID: 920780] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.103]	[Dziekan] [PID: 920335] Kandydat [PID: 920781] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.103]	[Dziekan] [PID: 920335] Kandydat [PID: 920782] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.129]	[Dziekan] [PID: 920335] Kandydat [PID: 920783] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.129]	[Dziekan] [PID: 920335] Kandydat [PID: 920784] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.129]	[Dziekan] [PID: 920335] Kandydat [PID: 920785] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.129]	[Dziekan] [PID: 920335] Kandydat [PID: 920786] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920787] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920788] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920789] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920790] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920791] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920792] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920793] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920794] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920795] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920796] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920797] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920798] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920799] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920800] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920801] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920802] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920803] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920804] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920805] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920806] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920807] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920808] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920809] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.130]	[Dziekan] [PID: 920335] Kandydat [PID: 920810] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920811] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920812] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920813] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920814] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920815] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920816] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920817] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920818] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920819] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920820] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920821] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920822] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920823] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920824] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920825] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920826] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920827] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920828] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920829] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920830] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.131]	[Dziekan] [PID: 920335] Kandydat [PID: 920831] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920832] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920833] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920834] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920835] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920836] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920837] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920838] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920839] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920840] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920841] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920842] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920843] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920844] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Kandydat [PID: 920845] skierowany do komisji A [PID: 920336] |	 Kandydat zdał teorię wcześniej
[Czas: 16:24:02.132]	[Dziekan] [PID: 920335] Zakończono wpuszczanie. Czekam aż wszyscy studenci zakończą egzaminy...
[Czas: 16:24:02.453]	[Dziekan] [PID: 920335] Wszyscy kandydaci zakończyli proces. Zamykam komisje.
[Czas: 16:24:02.454]	
[Dziekan] [PID: 920335] Generuję listy rankingowe...
[Czas: 16:24:02.456]	[Dziekan] [PID: 920335] Raporty gotowe (Limit przyjęć: 50).
