[Czas: 17:14:23.491]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 17:14:24.728]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022709] treść nr: 45
[Czas: 17:14:25.885]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023250] treść nr: 23
[Czas: 17:14:25.885]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023250] |	 Wynik cząstkowy: 46
[Czas: 17:14:25.885]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023250] |	 Wynik cząstkowy: 5
[Czas: 17:14:25.885]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023250] |	 Wynik cząstkowy: 47
[Czas: 17:14:25.885]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023250] |	 Wynik cząstkowy: 62
[Czas: 17:14:25.885]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023250] |	 Wynik cząstkowy: 47
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023250] |	 ZDAŁ A (-> B) |	 Wynik: 41.40 pkt
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023251] treść nr: 39
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023251] treść nr: 37
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023251] treść nr: 26
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023251] treść nr: 27
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023251] treść nr: 2
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023251] |	 Wynik cząstkowy: 31
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023251] |	 Wynik cząstkowy: 80
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023251] |	 Wynik cząstkowy: 88
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023251] |	 Wynik cząstkowy: 17
[Czas: 17:14:25.886]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023251] |	 Wynik cząstkowy: 28
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023251] |	 ZDAŁ A (-> B) |	 Wynik: 48.80 pkt
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023252] treść nr: 15
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023252] treść nr: 23
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023252] treść nr: 36
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023252] treść nr: 18
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023252] treść nr: 11
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023252] |	 Wynik cząstkowy: 71
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023252] |	 Wynik cząstkowy: 50
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023252] |	 Wynik cząstkowy: 64
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023252] |	 Wynik cząstkowy: 77
[Czas: 17:14:25.887]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023252] |	 Wynik cząstkowy: 25
[Czas: 17:14:25.888]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023252] |	 ZDAŁ A (-> B) |	 Wynik: 57.40 pkt
[Czas: 17:14:25.888]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023253] treść nr: 24
[Czas: 17:14:25.888]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023253] treść nr: 37
[Czas: 17:14:25.888]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023253] treść nr: 1
[Czas: 17:14:25.888]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023253] treść nr: 45
[Czas: 17:14:25.888]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023253] treść nr: 29
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023253] |	 Wynik cząstkowy: 17
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023253] |	 Wynik cząstkowy: 45
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023253] |	 Wynik cząstkowy: 37
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023253] |	 Wynik cząstkowy: 65
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023253] |	 Wynik cząstkowy: 30
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023253] |	 ZDAŁ A (-> B) |	 Wynik: 38.80 pkt
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023254] treść nr: 45
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023254] treść nr: 32
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023254] treść nr: 46
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023254] treść nr: 21
[Czas: 17:14:25.889]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023254] treść nr: 9
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023254] |	 Wynik cząstkowy: 68
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023254] |	 Wynik cząstkowy: 22
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023254] |	 Wynik cząstkowy: 42
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023254] |	 Wynik cząstkowy: 97
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023254] |	 Wynik cząstkowy: 98
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023254] |	 ZDAŁ A (-> B) |	 Wynik: 65.40 pkt
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023255] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023256] treść nr: 3
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023256] treść nr: 8
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023256] treść nr: 11
[Czas: 17:14:25.890]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023256] treść nr: 41
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023256] treść nr: 25
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023256] |	 Wynik cząstkowy: 96
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023256] |	 Wynik cząstkowy: 13
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023256] |	 Wynik cząstkowy: 45
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023256] |	 Wynik cząstkowy: 77
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023256] |	 Wynik cząstkowy: 11
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023256] |	 ZDAŁ A (-> B) |	 Wynik: 48.40 pkt
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023257] treść nr: 33
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023257] treść nr: 43
[Czas: 17:14:25.891]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023257] treść nr: 1
[Czas: 17:14:25.892]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023257] treść nr: 35
[Czas: 17:14:25.892]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023257] treść nr: 39
[Czas: 17:14:25.892]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023257] |	 Wynik cząstkowy: 96
[Czas: 17:14:25.892]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023257] |	 Wynik cząstkowy: 29
[Czas: 17:14:25.892]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023257] |	 Wynik cząstkowy: 17
[Czas: 17:14:25.892]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023257] |	 Wynik cząstkowy: 40
[Czas: 17:14:25.892]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023257] |	 Wynik cząstkowy: 100
[Czas: 17:14:25.892]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023257] |	 ZDAŁ A (-> B) |	 Wynik: 56.40 pkt
[Czas: 17:14:25.892]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023258] treść nr: 34
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023258] treść nr: 15
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023258] treść nr: 32
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023258] treść nr: 31
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023258] treść nr: 37
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023258] |	 Wynik cząstkowy: 83
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023258] |	 Wynik cząstkowy: 45
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023258] |	 Wynik cząstkowy: 92
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023258] |	 Wynik cząstkowy: 80
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023258] |	 Wynik cząstkowy: 67
[Czas: 17:14:25.893]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023258] |	 ZDAŁ A (-> B) |	 Wynik: 73.40 pkt
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023259] treść nr: 22
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023259] treść nr: 8
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023259] treść nr: 30
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023259] treść nr: 32
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023259] treść nr: 48
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023259] |	 Wynik cząstkowy: 99
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023259] |	 Wynik cząstkowy: 77
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023259] |	 Wynik cząstkowy: 59
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023259] |	 Wynik cząstkowy: 54
[Czas: 17:14:25.894]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023259] |	 Wynik cząstkowy: 48
[Czas: 17:14:25.895]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023259] |	 ZDAŁ A (-> B) |	 Wynik: 67.40 pkt
[Czas: 17:14:25.895]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023260] treść nr: 32
[Czas: 17:14:25.895]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023260] treść nr: 5
[Czas: 17:14:25.895]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023260] treść nr: 17
[Czas: 17:14:25.895]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023260] treść nr: 35
[Czas: 17:14:25.895]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023260] treść nr: 39
[Czas: 17:14:25.896]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023260] |	 Wynik cząstkowy: 99
[Czas: 17:14:25.896]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023260] |	 Wynik cząstkowy: 82
[Czas: 17:14:25.896]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023260] |	 Wynik cząstkowy: 43
[Czas: 17:14:25.896]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023260] |	 Wynik cząstkowy: 15
[Czas: 17:14:25.896]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023260] |	 Wynik cząstkowy: 3
[Czas: 17:14:25.896]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023260] |	 ZDAŁ A (-> B) |	 Wynik: 48.40 pkt
[Czas: 17:14:25.896]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023261] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 17:14:25.896]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023262] treść nr: 47
[Czas: 17:14:25.897]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023262] treść nr: 15
[Czas: 17:14:25.897]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023262] treść nr: 1
[Czas: 17:14:25.897]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023262] treść nr: 30
[Czas: 17:14:25.897]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023262] treść nr: 37
[Czas: 17:14:25.897]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023262] |	 Wynik cząstkowy: 73
[Czas: 17:14:25.897]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023262] |	 Wynik cząstkowy: 87
[Czas: 17:14:25.897]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023262] |	 Wynik cząstkowy: 52
[Czas: 17:14:25.897]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023262] |	 Wynik cząstkowy: 26
[Czas: 17:14:25.897]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023262] |	 Wynik cząstkowy: 19
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023262] |	 ZDAŁ A (-> B) |	 Wynik: 51.40 pkt
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023264] treść nr: 45
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023264] treść nr: 30
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023264] treść nr: 27
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023264] treść nr: 36
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023264] treść nr: 31
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023264] |	 Wynik cząstkowy: 85
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023264] |	 Wynik cząstkowy: 85
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023264] |	 Wynik cząstkowy: 4
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023264] |	 Wynik cząstkowy: 86
[Czas: 17:14:25.898]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023264] |	 Wynik cząstkowy: 84
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023264] |	 ZDAŁ A (-> B) |	 Wynik: 68.80 pkt
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023265] treść nr: 22
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023265] treść nr: 14
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023265] treść nr: 3
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023265] treść nr: 29
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023265] treść nr: 2
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023265] |	 Wynik cząstkowy: 13
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023265] |	 Wynik cząstkowy: 78
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023265] |	 Wynik cząstkowy: 27
[Czas: 17:14:25.900]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023265] |	 Wynik cząstkowy: 31
[Czas: 17:14:25.899]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023265] |	 Wynik cząstkowy: 24
[Czas: 17:14:25.900]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023265] |	 ZDAŁ A (-> B) |	 Wynik: 34.60 pkt
