[Czas: 15:53:25.727]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:53:28.026]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892426] treść nr: 34
[Czas: 15:53:52.320]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892548] treść nr: 3
[Czas: 15:53:52.524]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892548] |	 Wynik cząstkowy: 9
[Czas: 15:53:52.524]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892548] |	 Wynik cząstkowy: 65
[Czas: 15:53:52.524]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892548] |	 Wynik cząstkowy: 79
[Czas: 15:53:52.524]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892548] |	 Wynik cząstkowy: 34
[Czas: 15:53:52.524]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892548] |	 Wynik cząstkowy: 31
[Czas: 15:53:52.525]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892548] |	 ZDAŁ A (-> B) |	 Wynik: 43.60 pkt
[Czas: 15:53:52.525]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892549] treść nr: 27
[Czas: 15:53:52.525]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892549] treść nr: 2
[Czas: 15:53:52.525]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892549] treść nr: 8
[Czas: 15:53:52.526]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892549] treść nr: 45
[Czas: 15:53:52.526]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892549] treść nr: 22
[Czas: 15:53:52.727]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892549] |	 Wynik cząstkowy: 52
[Czas: 15:53:52.727]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892549] |	 Wynik cząstkowy: 48
[Czas: 15:53:52.727]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892549] |	 Wynik cząstkowy: 67
[Czas: 15:53:52.727]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892549] |	 Wynik cząstkowy: 44
[Czas: 15:53:52.727]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892549] |	 Wynik cząstkowy: 46
[Czas: 15:53:52.728]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892549] |	 ZDAŁ A (-> B) |	 Wynik: 51.40 pkt
[Czas: 15:53:52.729]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892550] treść nr: 31
[Czas: 15:53:52.729]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892550] treść nr: 20
[Czas: 15:53:52.729]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892550] treść nr: 34
[Czas: 15:53:52.729]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892550] treść nr: 2
[Czas: 15:53:52.729]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892550] treść nr: 21
[Czas: 15:53:52.931]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892550] |	 Wynik cząstkowy: 80
[Czas: 15:53:52.931]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892550] |	 Wynik cząstkowy: 56
[Czas: 15:53:52.931]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892550] |	 Wynik cząstkowy: 67
[Czas: 15:53:52.931]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892550] |	 Wynik cząstkowy: 83
[Czas: 15:53:52.931]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892550] |	 Wynik cząstkowy: 34
[Czas: 15:53:52.932]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892550] |	 ZDAŁ A (-> B) |	 Wynik: 64.00 pkt
[Czas: 15:53:52.932]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892551] treść nr: 6
[Czas: 15:53:52.932]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892551] treść nr: 50
[Czas: 15:53:52.933]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892551] treść nr: 23
[Czas: 15:53:52.933]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892551] treść nr: 46
[Czas: 15:53:52.933]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892551] treść nr: 17
[Czas: 15:53:53.134]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892551] |	 Wynik cząstkowy: 85
[Czas: 15:53:53.134]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892551] |	 Wynik cząstkowy: 54
[Czas: 15:53:53.134]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892551] |	 Wynik cząstkowy: 20
[Czas: 15:53:53.134]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892551] |	 Wynik cząstkowy: 100
[Czas: 15:53:53.134]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892551] |	 Wynik cząstkowy: 44
[Czas: 15:53:53.135]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892551] |	 ZDAŁ A (-> B) |	 Wynik: 60.60 pkt
[Czas: 15:53:53.136]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892552] treść nr: 13
[Czas: 15:53:53.136]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892552] treść nr: 6
[Czas: 15:53:53.136]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892552] treść nr: 10
[Czas: 15:53:53.136]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892552] treść nr: 21
[Czas: 15:53:53.136]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892552] treść nr: 50
[Czas: 15:53:53.338]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892552] |	 Wynik cząstkowy: 42
[Czas: 15:53:53.338]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892552] |	 Wynik cząstkowy: 53
[Czas: 15:53:53.338]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892552] |	 Wynik cząstkowy: 78
[Czas: 15:53:53.338]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892552] |	 Wynik cząstkowy: 91
[Czas: 15:53:53.338]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892552] |	 Wynik cząstkowy: 22
[Czas: 15:53:53.338]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892552] |	 ZDAŁ A (-> B) |	 Wynik: 57.20 pkt
[Czas: 15:53:53.339]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892553] treść nr: 23
[Czas: 15:53:53.339]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892553] treść nr: 34
[Czas: 15:53:53.339]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892553] treść nr: 13
[Czas: 15:53:53.339]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892553] treść nr: 6
[Czas: 15:53:53.340]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892553] treść nr: 35
[Czas: 15:53:53.541]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892553] |	 Wynik cząstkowy: 98
[Czas: 15:53:53.541]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892553] |	 Wynik cząstkowy: 55
[Czas: 15:53:53.541]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892553] |	 Wynik cząstkowy: 35
[Czas: 15:53:53.541]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892553] |	 Wynik cząstkowy: 34
[Czas: 15:53:53.541]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892553] |	 Wynik cząstkowy: 31
[Czas: 15:53:53.542]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892553] |	 ZDAŁ A (-> B) |	 Wynik: 50.60 pkt
[Czas: 15:53:53.543]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892554] treść nr: 8
[Czas: 15:53:53.543]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892554] treść nr: 38
[Czas: 15:53:53.543]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892554] treść nr: 46
[Czas: 15:53:53.543]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892554] treść nr: 30
[Czas: 15:53:53.544]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892554] treść nr: 36
[Czas: 15:53:53.746]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892554] |	 Wynik cząstkowy: 4
[Czas: 15:53:53.746]	[Czas: 15:53:53.746]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892554] |	 Wynik cząstkowy: 73
[Czas: 15:53:53.746]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892554] |	 Wynik cząstkowy: 89
[Czas: 15:53:53.746]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892554] |	 Wynik cząstkowy: 98
[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892554] |	 Wynik cząstkowy: 54
[Czas: 15:53:53.747]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892554] |	 ZDAŁ A (-> B) |	 Wynik: 63.60 pkt
[Czas: 15:53:53.748]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892555] treść nr: 13
[Czas: 15:53:53.748]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892555] treść nr: 21
[Czas: 15:53:53.748]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892555] treść nr: 44
[Czas: 15:53:53.748]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892555] treść nr: 22
[Czas: 15:53:53.748]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892555] treść nr: 43
[Czas: 15:53:53.963]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892555] |	 Wynik cząstkowy: 38
[Czas: 15:53:53.963]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892555] |	 Wynik cząstkowy: 28
[Czas: 15:53:53.963]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892555] |	 Wynik cząstkowy: 70
[Czas: 15:53:53.963]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892555] |	 Wynik cząstkowy: 26
[Czas: 15:53:53.963]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892555] |	 Wynik cząstkowy: 81
[Czas: 15:53:53.974]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892555] |	 ZDAŁ A (-> B) |	 Wynik: 48.60 pkt
[Czas: 15:53:53.975]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892556] treść nr: 46
[Czas: 15:53:53.975]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892556] treść nr: 48
[Czas: 15:53:53.975]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892556] treść nr: 39
[Czas: 15:53:53.975]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892556] treść nr: 9
[Czas: 15:53:53.976]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892556] treść nr: 6
[Czas: 15:53:54.181]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892556] |	 Wynik cząstkowy: 67
[Czas: 15:53:54.181]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892556] |	 Wynik cząstkowy: 1
[Czas: 15:53:54.181]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892556] |	 Wynik cząstkowy: 1
[Czas: 15:53:54.181]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892556] |	 Wynik cząstkowy: 32
[Czas: 15:53:54.181]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892556] |	 Wynik cząstkowy: 74
[Czas: 15:53:54.182]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892556] |	 ZDAŁ A (-> B) |	 Wynik: 35.00 pkt
[Czas: 15:53:54.183]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892557] treść nr: 38
[Czas: 15:53:54.183]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892557] treść nr: 10
[Czas: 15:53:54.183]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892557] treść nr: 15
[Czas: 15:53:54.183]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892557] treść nr: 33
[Czas: 15:53:54.183]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892557] treść nr: 42
[Czas: 15:53:54.398]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892557] |	 Wynik cząstkowy: 28
[Czas: 15:53:54.398]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892557] |	 Wynik cząstkowy: 92
[Czas: 15:53:54.398]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892557] |	 Wynik cząstkowy: 47
[Czas: 15:53:54.398]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892557] |	 Wynik cząstkowy: 0
[Czas: 15:53:54.398]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892557] |	 Wynik cząstkowy: 59
[Czas: 15:53:54.399]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892557] |	 ZDAŁ A (-> B) |	 Wynik: 45.20 pkt
[Czas: 15:53:54.399]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892558] treść nr: 35
[Czas: 15:53:54.399]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892558] treść nr: 17
[Czas: 15:53:54.400]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892558] treść nr: 28
[Czas: 15:53:54.400]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892558] treść nr: 41
[Czas: 15:53:54.400]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892558] treść nr: 20
[Czas: 15:53:54.615]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892558] |	 Wynik cząstkowy: 26
[Czas: 15:53:54.615]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892558] |	 Wynik cząstkowy: 0
[Czas: 15:53:54.615]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892558] |	 Wynik cząstkowy: 73
[Czas: 15:53:54.615]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892558] |	 Wynik cząstkowy: 57
[Czas: 15:53:54.615]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892558] |	 Wynik cząstkowy: 83
[Czas: 15:53:54.616]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892558] |	 ZDAŁ A (-> B) |	 Wynik: 47.80 pkt
[Czas: 15:53:54.616]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892559] treść nr: 20
[Czas: 15:53:54.616]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892559] treść nr: 50
[Czas: 15:53:54.617]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892559] treść nr: 38
[Czas: 15:53:54.617]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892559] treść nr: 30
[Czas: 15:53:54.617]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892559] treść nr: 5
[Czas: 15:53:54.818]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892559] |	 Wynik cząstkowy: 73
[Czas: 15:53:54.818]	[Czas: 15:53:54.818]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892559] |	 Wynik cząstkowy: 88
[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892559] |	 Wynik cząstkowy: 67
[Czas: 15:53:54.818]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892559] |	 Wynik cząstkowy: 40
[Czas: 15:53:54.818]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892559] |	 Wynik cząstkowy: 20
[Czas: 15:53:54.819]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892559] |	 ZDAŁ A (-> B) |	 Wynik: 57.60 pkt
[Czas: 15:53:54.819]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892560] treść nr: 32
[Czas: 15:53:54.819]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892560] treść nr: 25
[Czas: 15:53:54.820]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892560] treść nr: 15
[Czas: 15:53:54.820]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892560] treść nr: 17
[Czas: 15:53:54.820]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892560] treść nr: 16
[Czas: 15:53:55.025]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892560] |	 Wynik cząstkowy: 90
[Czas: 15:53:55.026]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892560] |	 Wynik cząstkowy: 56
[Czas: 15:53:55.026]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892560] |	 Wynik cząstkowy: 18
[Czas: 15:53:55.025]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892560] |	 Wynik cząstkowy: 18
[Czas: 15:53:55.026]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892560] |	 Wynik cząstkowy: 32
[Czas: 15:53:55.027]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892560] |	 ZDAŁ A (-> B) |	 Wynik: 42.80 pkt
[Czas: 15:53:55.027]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892561] treść nr: 50
[Czas: 15:53:55.028]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892561] treść nr: 39
[Czas: 15:53:55.028]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892561] treść nr: 1
[Czas: 15:53:55.028]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892561] treść nr: 29
[Czas: 15:53:55.029]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892561] treść nr: 22
[Czas: 15:53:55.234]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892561] |	 Wynik cząstkowy: 2
