[Czas: 15:27:16.177]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 15:27:22.489]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767349] treść nr: 37
[Czas: 15:27:50.420]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767865] |	 Wynik cząstkowy: 16
[Czas: 15:27:50.420]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767865] |	 Wynik cząstkowy: 22
[Czas: 15:27:50.420]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767865] |	 OBLAŁ B |	 Wynik: 24.00 pkt
[Czas: 15:27:50.421]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767866] treść nr: 23
[Czas: 15:27:50.421]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767866] treść nr: 26
[Czas: 15:27:50.421]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767866] treść nr: 5
[Czas: 15:27:50.422]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767866] |	 Wynik cząstkowy: 99
[Czas: 15:27:50.422]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767866] |	 Wynik cząstkowy: 73
[Czas: 15:27:50.422]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767866] |	 Wynik cząstkowy: 22
[Czas: 15:27:50.422]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767866] |	 ZDAŁ B |	 Wynik: 64.67 pkt
[Czas: 15:27:50.423]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767867] treść nr: 42
[Czas: 15:27:50.423]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767867] treść nr: 2
[Czas: 15:27:50.423]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767867] treść nr: 7
[Czas: 15:27:50.423]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767867] |	 Wynik cząstkowy: 45
[Czas: 15:27:50.423]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767867] |	 Wynik cząstkowy: 29
[Czas: 15:27:50.423]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767867] |	 Wynik cząstkowy: 0
[Czas: 15:27:50.426]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767867] |	 OBLAŁ B |	 Wynik: 24.67 pkt
[Czas: 15:27:50.431]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767868] treść nr: 43
[Czas: 15:27:50.435]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767868] treść nr: 47
[Czas: 15:27:50.436]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767868] treść nr: 8
[Czas: 15:27:50.436]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767868] |	 Wynik cząstkowy: 88
[Czas: 15:27:50.436]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767868] |	 Wynik cząstkowy: 91
[Czas: 15:27:50.436]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767868] |	 Wynik cząstkowy: 68
[Czas: 15:27:50.436]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767868] |	 ZDAŁ B |	 Wynik: 82.33 pkt
[Czas: 15:27:50.438]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767869] treść nr: 43
[Czas: 15:27:50.438]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767869] treść nr: 38
[Czas: 15:27:50.439]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767869] treść nr: 7
[Czas: 15:27:50.439]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767869] |	 Wynik cząstkowy: 70
[Czas: 15:27:50.439]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767869] |	 Wynik cząstkowy: 62
[Czas: 15:27:50.439]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767869] |	 Wynik cząstkowy: 74
[Czas: 15:27:50.439]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767869] |	 ZDAŁ B |	 Wynik: 68.67 pkt
[Czas: 15:27:50.450]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767871] treść nr: 46
[Czas: 15:27:50.451]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767871] treść nr: 23
[Czas: 15:27:50.451]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767871] treść nr: 33
[Czas: 15:27:50.451]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767871] |	 Wynik cząstkowy: 64
[Czas: 15:27:50.451]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767871] |	 Wynik cząstkowy: 44
[Czas: 15:27:50.451]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767871] |	 Wynik cząstkowy: 41
[Czas: 15:27:50.451]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767871] |	 ZDAŁ B |	 Wynik: 49.67 pkt
[Czas: 15:27:50.452]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767873] treść nr: 44
[Czas: 15:27:50.452]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767873] treść nr: 19
[Czas: 15:27:50.452]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767873] treść nr: 28
[Czas: 15:27:50.453]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767873] |	 Wynik cząstkowy: 51
[Czas: 15:27:50.453]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767873] |	 Wynik cząstkowy: 26
[Czas: 15:27:50.453]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767873] |	 Wynik cząstkowy: 85
[Czas: 15:27:50.453]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767873] |	 ZDAŁ B |	 Wynik: 54.00 pkt
[Czas: 15:27:50.454]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767874] treść nr: 28
[Czas: 15:27:50.454]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767874] treść nr: 21
[Czas: 15:27:50.454]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767874] treść nr: 2
[Czas: 15:27:50.454]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767874] |	 Wynik cząstkowy: 47
[Czas: 15:27:50.454]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767874] |	 Wynik cząstkowy: 65
[Czas: 15:27:50.454]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767874] |	 Wynik cząstkowy: 40
[Czas: 15:27:50.454]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767874] |	 ZDAŁ B |	 Wynik: 50.67 pkt
[Czas: 15:27:50.455]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767875] treść nr: 18
[Czas: 15:27:50.455]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767875] treść nr: 10
[Czas: 15:27:50.455]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767875] treść nr: 4
[Czas: 15:27:50.456]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767875] |	 Wynik cząstkowy: 1
[Czas: 15:27:50.456]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767875] |	 Wynik cząstkowy: 38
[Czas: 15:27:50.456]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767875] |	 Wynik cząstkowy: 65
[Czas: 15:27:50.456]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767875] |	 ZDAŁ B |	 Wynik: 34.67 pkt
[Czas: 15:27:50.462]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767876] treść nr: 10
[Czas: 15:27:50.462]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767876] treść nr: 31
[Czas: 15:27:50.462]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767876] treść nr: 16
[Czas: 15:27:50.462]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767876] |	 Wynik cząstkowy: 2
[Czas: 15:27:50.462]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767876] |	 Wynik cząstkowy: 25
[Czas: 15:27:50.463]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767876] |	 Wynik cząstkowy: 63
[Czas: 15:27:50.464]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767876] |	 ZDAŁ B |	 Wynik: 30.00 pkt
[Czas: 15:27:50.464]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767877] treść nr: 1
[Czas: 15:27:50.464]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767877] treść nr: 4
[Czas: 15:27:50.464]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767877] treść nr: 46
[Czas: 15:27:50.465]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767877] |	 Wynik cząstkowy: 93
[Czas: 15:27:50.465]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767877] |	 Wynik cząstkowy: 99
[Czas: 15:27:50.465]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767877] |	 Wynik cząstkowy: 27
[Czas: 15:27:50.465]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767877] |	 ZDAŁ B |	 Wynik: 73.00 pkt
[Czas: 15:27:50.465]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767878] treść nr: 17
[Czas: 15:27:50.465]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767878] treść nr: 20
[Czas: 15:27:50.473]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767878] treść nr: 25
[Czas: 15:27:50.473]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767878] |	 Wynik cząstkowy: 30
[Czas: 15:27:50.473]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767878] |	 Wynik cząstkowy: 46
[Czas: 15:27:50.473]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767878] |	 Wynik cząstkowy: 7
[Czas: 15:27:50.474]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767878] |	 OBLAŁ B |	 Wynik: 27.67 pkt
[Czas: 15:27:50.479]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767879] treść nr: 44
[Czas: 15:27:50.479]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767879] treść nr: 19
[Czas: 15:27:50.479]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767879] treść nr: 29
[Czas: 15:27:50.479]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767879] |	 Wynik cząstkowy: 52
[Czas: 15:27:50.479]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767879] |	 Wynik cząstkowy: 35
[Czas: 15:27:50.479]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767879] |	 Wynik cząstkowy: 49
[Czas: 15:27:50.480]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767879] |	 ZDAŁ B |	 Wynik: 45.33 pkt
[Czas: 15:27:50.483]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767880] treść nr: 48
[Czas: 15:27:50.483]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767880] treść nr: 45
[Czas: 15:27:50.483]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767880] treść nr: 40
[Czas: 15:27:50.484]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767880] |	 Wynik cząstkowy: 26
[Czas: 15:27:50.484]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767880] |	 Wynik cząstkowy: 40
[Czas: 15:27:50.484]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767880] |	 Wynik cząstkowy: 89
[Czas: 15:27:50.484]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767880] |	 ZDAŁ B |	 Wynik: 51.67 pkt
[Czas: 15:27:50.488]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767881] treść nr: 37
[Czas: 15:27:50.488]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767881] treść nr: 16
[Czas: 15:27:50.488]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767881] treść nr: 22
[Czas: 15:27:50.490]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767881] |	 Wynik cząstkowy: 35
[Czas: 15:27:50.490]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767881] |	 Wynik cząstkowy: 19
[Czas: 15:27:50.492]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767881] |	 Wynik cząstkowy: 77
[Czas: 15:27:50.495]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767881] |	 ZDAŁ B |	 Wynik: 43.67 pkt
[Czas: 15:27:50.495]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767882] treść nr: 17
[Czas: 15:27:50.496]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767882] treść nr: 20
[Czas: 15:27:50.496]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767882] treść nr: 6
[Czas: 15:27:50.496]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767882] |	 Wynik cząstkowy: 63
[Czas: 15:27:50.496]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767882] |	 Wynik cząstkowy: 24
[Czas: 15:27:50.496]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767882] |	 Wynik cząstkowy: 5
[Czas: 15:27:50.497]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767882] |	 ZDAŁ B |	 Wynik: 30.67 pkt
[Czas: 15:27:50.497]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767883] treść nr: 11
[Czas: 15:27:50.497]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767883] treść nr: 9
[Czas: 15:27:50.497]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767883] treść nr: 25
[Czas: 15:27:50.498]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767883] |	 Wynik cząstkowy: 71
[Czas: 15:27:50.498]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767883] |	 Wynik cząstkowy: 98
[Czas: 15:27:50.498]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767883] |	 Wynik cząstkowy: 24
[Czas: 15:27:50.499]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767883] |	 ZDAŁ B |	 Wynik: 64.33 pkt
[Czas: 15:27:50.501]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767884] treść nr: 13
[Czas: 15:27:50.501]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767884] treść nr: 20
[Czas: 15:27:50.502]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767884] treść nr: 41
[Czas: 15:27:50.503]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767884] |	 Wynik cząstkowy: 83
[Czas: 15:27:50.503]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767884] |	 Wynik cząstkowy: 49
[Czas: 15:27:50.503]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767884] |	 Wynik cząstkowy: 93
[Czas: 15:27:51.061]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767884] |	 ZDAŁ B |	 Wynik: 75.00 pkt
[Czas: 15:27:51.061]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767885] treść nr: 29
[Czas: 15:27:51.061]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767885] treść nr: 49
[Czas: 15:27:51.062]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767885] treść nr: 20
[Czas: 15:27:51.062]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767885] |	 Wynik cząstkowy: 67
[Czas: 15:27:51.062]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767885] |	 Wynik cząstkowy: 80
[Czas: 15:27:51.062]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767885] |	 Wynik cząstkowy: 2
[Czas: 15:27:51.062]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767885] |	 ZDAŁ B |	 Wynik: 49.67 pkt
[Czas: 15:27:51.063]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767886] treść nr: 30
[Czas: 15:27:51.064]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767886] treść nr: 14
[Czas: 15:27:51.064]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767886] treść nr: 22
[Czas: 15:27:51.064]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767886] |	 Wynik cząstkowy: 51
[Czas: 15:27:51.064]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767886] |	 Wynik cząstkowy: 27
[Czas: 15:27:51.064]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767886] |	 Wynik cząstkowy: 23
[Czas: 15:27:51.065]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767886] |	 ZDAŁ B |	 Wynik: 33.67 pkt
[Czas: 15:27:51.066]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767887] treść nr: 4
[Czas: 15:27:51.066]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767887] treść nr: 36
[Czas: 15:27:51.067]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767887] treść nr: 13
[Czas: 15:27:51.067]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767887] |	 Wynik cząstkowy: 73
[Czas: 15:27:51.067]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767887] |	 Wynik cząstkowy: 0
[Czas: 15:27:51.067]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767887] |	 Wynik cząstkowy: 9
[Czas: 15:27:51.067]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767887] |	 OBLAŁ B |	 Wynik: 27.33 pkt
[Czas: 15:27:51.068]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767888] treść nr: 16
[Czas: 15:27:51.069]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767888] treść nr: 12
[Czas: 15:27:51.069]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767888] treść nr: 15
[Czas: 15:27:51.069]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767888] |	 Wynik cząstkowy: 70
