[Czas: 15:43:16.381]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 15:43:18.945]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889253] treść nr: 2
[Czas: 15:43:38.826]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889353] |	 Wynik cząstkowy: 96
[Czas: 15:43:38.826]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889353] |	 ZDAŁ B |	 Wynik: 54.67 pkt
[Czas: 15:43:38.826]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889354] treść nr: 18
[Czas: 15:43:38.827]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889354] treść nr: 30
[Czas: 15:43:38.827]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889354] treść nr: 34
[Czas: 15:43:39.029]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889354] |	 Wynik cząstkowy: 39
[Czas: 15:43:39.029]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889354] |	 Wynik cząstkowy: 94
[Czas: 15:43:39.029]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889354] |	 Wynik cząstkowy: 81
[Czas: 15:43:39.030]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889354] |	 ZDAŁ B |	 Wynik: 71.33 pkt
[Czas: 15:43:39.042]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889355] treść nr: 43
[Czas: 15:43:39.042]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889355] treść nr: 15
[Czas: 15:43:39.042]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889355] treść nr: 17
[Czas: 15:43:39.256]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889355] |	 Wynik cząstkowy: 21
[Czas: 15:43:39.256]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889355] |	 Wynik cząstkowy: 0
[Czas: 15:43:39.256]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889355] |	 Wynik cząstkowy: 93
[Czas: 15:43:39.257]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889355] |	 ZDAŁ B |	 Wynik: 38.00 pkt
[Czas: 15:43:39.257]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889356] treść nr: 5
[Czas: 15:43:39.257]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889356] treść nr: 13
[Czas: 15:43:39.258]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889356] treść nr: 49
[Czas: 15:43:39.463]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889356] |	 Wynik cząstkowy: 9
[Czas: 15:43:39.463]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889356] |	 Wynik cząstkowy: 71
[Czas: 15:43:39.463]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889356] |	 Wynik cząstkowy: 84
[Czas: 15:43:39.463]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889356] |	 ZDAŁ B |	 Wynik: 54.67 pkt
[Czas: 15:43:39.463]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889357] treść nr: 24
[Czas: 15:43:39.464]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889357] treść nr: 25
[Czas: 15:43:39.464]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889357] treść nr: 4
[Czas: 15:43:39.665]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889357] |	 Wynik cząstkowy: 75
[Czas: 15:43:39.665]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889357] |	 Wynik cząstkowy: 80
[Czas: 15:43:39.665]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889357] |	 Wynik cząstkowy: 25
[Czas: 15:43:39.665]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889357] |	 ZDAŁ B |	 Wynik: 60.00 pkt
[Czas: 15:43:39.665]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889358] treść nr: 30
[Czas: 15:43:39.666]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889358] treść nr: 42
[Czas: 15:43:39.666]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889358] treść nr: 16
[Czas: 15:43:39.867]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889358] |	 Wynik cząstkowy: 69
[Czas: 15:43:39.867]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889358] |	 Wynik cząstkowy: 58
[Czas: 15:43:39.867]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889358] |	 Wynik cząstkowy: 16
[Czas: 15:43:39.868]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889358] |	 ZDAŁ B |	 Wynik: 47.67 pkt
[Czas: 15:43:39.874]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889359] treść nr: 48
[Czas: 15:43:39.874]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889359] treść nr: 50
[Czas: 15:43:39.874]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889359] treść nr: 23
[Czas: 15:43:40.083]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889359] |	 Wynik cząstkowy: 82
[Czas: 15:43:40.083]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889359] |	 Wynik cząstkowy: 70
[Czas: 15:43:40.083]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889359] |	 Wynik cząstkowy: 84
[Czas: 15:43:40.085]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889359] |	 ZDAŁ B |	 Wynik: 78.67 pkt
[Czas: 15:43:40.085]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889360] treść nr: 21
[Czas: 15:43:40.085]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889360] treść nr: 37
[Czas: 15:43:40.086]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889360] treść nr: 33
[Czas: 15:43:40.291]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889360] |	 Wynik cząstkowy: 71
[Czas: 15:43:40.291]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889360] |	 Wynik cząstkowy: 13
[Czas: 15:43:40.291]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889360] |	 Wynik cząstkowy: 14
[Czas: 15:43:40.292]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889360] |	 ZDAŁ B |	 Wynik: 32.67 pkt
[Czas: 15:43:40.302]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889361] treść nr: 7
[Czas: 15:43:40.303]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889361] treść nr: 19
[Czas: 15:43:40.303]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889361] treść nr: 48
[Czas: 15:43:40.517]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889361] |	 Wynik cząstkowy: 69
[Czas: 15:43:40.517]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889361] |	 Wynik cząstkowy: 51
[Czas: 15:43:40.517]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889361] |	 Wynik cząstkowy: 55
[Czas: 15:43:40.517]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889361] |	 ZDAŁ B |	 Wynik: 58.33 pkt
[Czas: 15:43:40.518]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889362] treść nr: 20
[Czas: 15:43:40.518]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889362] treść nr: 3
[Czas: 15:43:40.518]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889362] treść nr: 21
[Czas: 15:43:40.719]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889362] |	 Wynik cząstkowy: 49
[Czas: 15:43:40.719]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889362] |	 Wynik cząstkowy: 29
[Czas: 15:43:40.719]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889362] |	 Wynik cząstkowy: 91
[Czas: 15:43:40.720]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889362] |	 ZDAŁ B |	 Wynik: 56.33 pkt
[Czas: 15:43:40.925]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889364] treść nr: 2
[Czas: 15:43:40.925]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889364] treść nr: 9
[Czas: 15:43:40.925]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889364] treść nr: 14
[Czas: 15:43:41.126]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889364] |	 Wynik cząstkowy: 66
[Czas: 15:43:41.126]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889364] |	 Wynik cząstkowy: 54
[Czas: 15:43:41.126]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889364] |	 Wynik cząstkowy: 97
[Czas: 15:43:41.127]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889364] |	 ZDAŁ B |	 Wynik: 72.33 pkt
[Czas: 15:43:41.141]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889365] treść nr: 9
[Czas: 15:43:41.141]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889365] treść nr: 27
[Czas: 15:43:41.142]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889365] treść nr: 50
[Czas: 15:43:41.356]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889365] |	 Wynik cząstkowy: 82
[Czas: 15:43:41.356]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889365] |	 Wynik cząstkowy: 9
[Czas: 15:43:41.356]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889365] |	 Wynik cząstkowy: 82
[Czas: 15:43:41.357]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889365] |	 ZDAŁ B |	 Wynik: 57.67 pkt
[Czas: 15:43:41.357]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889366] treść nr: 4
[Czas: 15:43:41.357]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889366] treść nr: 29
[Czas: 15:43:41.357]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889366] treść nr: 36
[Czas: 15:43:39.853]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889366] |	 Wynik cząstkowy: 17
[Czas: 15:43:39.853]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889366] |	 Wynik cząstkowy: 43
[Czas: 15:43:39.853]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889366] |	 Wynik cząstkowy: 7
[Czas: 15:43:39.854]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889366] |	 OBLAŁ B |	 Wynik: 22.33 pkt
[Czas: 15:43:39.854]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889367] treść nr: 24
[Czas: 15:43:39.854]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889367] treść nr: 12
[Czas: 15:43:39.855]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889367] treść nr: 22
[Czas: 15:43:40.056]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889367] |	 Wynik cząstkowy: 36
[Czas: 15:43:40.056]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889367] |	 Wynik cząstkowy: 42
[Czas: 15:43:40.056]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889367] |	 Wynik cząstkowy: 97
[Czas: 15:43:40.056]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889367] |	 ZDAŁ B |	 Wynik: 58.33 pkt
[Czas: 15:43:40.057]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889368] treść nr: 50
[Czas: 15:43:40.057]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889368] treść nr: 45
[Czas: 15:43:40.057]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889368] treść nr: 38
[Czas: 15:43:40.258]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889368] |	 Wynik cząstkowy: 18
[Czas: 15:43:40.258]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889368] |	 Wynik cząstkowy: 47
[Czas: 15:43:40.258]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889368] |	 Wynik cząstkowy: 25
[Czas: 15:43:40.259]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889368] |	 ZDAŁ B |	 Wynik: 30.00 pkt
[Czas: 15:43:40.259]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889369] treść nr: 27
[Czas: 15:43:40.259]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889369] treść nr: 34
[Czas: 15:43:40.260]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889369] treść nr: 26
[Czas: 15:43:40.463]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889369] |	 Wynik cząstkowy: 53
[Czas: 15:43:40.462]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889369] |	 Wynik cząstkowy: 62
[Czas: 15:43:40.462]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889369] |	 Wynik cząstkowy: 99
[Czas: 15:43:40.463]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889369] |	 ZDAŁ B |	 Wynik: 71.33 pkt
[Czas: 15:43:40.464]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889371] treść nr: 6
[Czas: 15:43:40.465]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889371] treść nr: 39
[Czas: 15:43:40.465]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889371] treść nr: 23
[Czas: 15:43:40.669]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889371] |	 Wynik cząstkowy: 100
[Czas: 15:43:40.669]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889371] |	 Wynik cząstkowy: 87
[Czas: 15:43:40.669]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889371] |	 Wynik cząstkowy: 11
[Czas: 15:43:40.670]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889371] |	 ZDAŁ B |	 Wynik: 66.00 pkt
[Czas: 15:43:40.679]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889372] treść nr: 41
[Czas: 15:43:40.679]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889372] treść nr: 30
[Czas: 15:43:40.679]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889372] treść nr: 45
[Czas: 15:43:40.880]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889372] |	 Wynik cząstkowy: 78
[Czas: 15:43:40.880]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889372] |	 Wynik cząstkowy: 74
[Czas: 15:43:40.880]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889372] |	 Wynik cząstkowy: 55
[Czas: 15:43:40.881]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889372] |	 ZDAŁ B |	 Wynik: 69.00 pkt
[Czas: 15:43:40.895]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889373] treść nr: 1
[Czas: 15:43:40.895]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889373] treść nr: 25
[Czas: 15:43:40.896]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889373] treść nr: 2
[Czas: 15:43:41.104]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889373] |	 Wynik cząstkowy: 43
[Czas: 15:43:41.104]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889373] |	 Wynik cząstkowy: 79
[Czas: 15:43:41.104]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889373] |	 Wynik cząstkowy: 4
[Czas: 15:43:41.104]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889373] |	 ZDAŁ B |	 Wynik: 42.00 pkt
[Czas: 15:43:41.105]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889374] treść nr: 42
[Czas: 15:43:41.105]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889374] treść nr: 7
[Czas: 15:43:41.105]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889374] treść nr: 41
[Czas: 15:43:41.307]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889374] |	 Wynik cząstkowy: 31
[Czas: 15:43:41.307]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889374] |	 Wynik cząstkowy: 66
[Czas: 15:43:41.307]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889374] |	 Wynik cząstkowy: 22
[Czas: 15:43:41.308]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889374] |	 ZDAŁ B |	 Wynik: 39.67 pkt
[Czas: 15:43:41.308]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889375] treść nr: 41
[Czas: 15:43:41.308]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889375] treść nr: 11
[Czas: 15:43:41.308]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889375] treść nr: 50
[Czas: 15:43:41.523]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889375] |	 Wynik cząstkowy: 99
[Czas: 15:43:41.523]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889375] |	 Wynik cząstkowy: 17
[Czas: 15:43:41.523]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889375] |	 Wynik cząstkowy: 37
[Czas: 15:43:41.523]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889375] |	 ZDAŁ B |	 Wynik: 51.00 pkt
[Czas: 15:43:41.726]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889377] treść nr: 41
[Czas: 15:43:41.726]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889377] treść nr: 10
[Czas: 15:43:41.727]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889377] treść nr: 3
[Czas: 15:43:41.940]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889377] |	 Wynik cząstkowy: 65
[Czas: 15:43:41.940]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889377] |	 Wynik cząstkowy: 78
