[Czas: 17:37:40.692]	[Dziekan] [PID: 1030248] Rekrutacja otwarta. Generuję komisje i kandydatów 
[Czas: 17:37:55.329]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031150] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.330]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031151] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.330]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031152] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.330]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031153] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.330]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031154] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.330]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031155] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.330]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031156] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.330]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031157] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.331]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031158] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.331]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031159] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.331]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031160] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.331]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031161] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.331]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031162] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.333]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031163] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.335]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031164] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.345]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031165] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.359]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031166] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031167] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031168] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031169] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031170] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031171] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031172] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031173] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031174] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031175] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031176] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031177] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031178] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031179] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031180] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031181] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031182] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031183] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031184] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031185] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031186] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031187] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031188] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.362]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031189] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.363]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031190] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.363]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031191] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.363]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031192] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.363]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031193] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.363]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031194] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.363]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031195] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.363]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031196] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.364]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031197] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.364]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031198] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.371]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031199] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.378]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031200] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.388]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031201] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.416]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031202] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.427]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031203] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.553]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031204] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:55.560]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031205] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.585]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031206] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.610]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031207] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.755]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031208] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.763]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031209] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.763]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031210] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.763]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031211] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.763]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031212] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.763]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031213] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.763]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031214] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.764]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031215] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.764]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031216] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.764]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031217] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.764]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031218] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.764]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031219] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.764]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031220] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.764]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031221] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.764]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031222] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.765]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031223] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.765]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031224] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.765]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031225] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.765]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031226] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.765]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031227] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.765]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031228] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.765]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031229] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.765]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031230] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.766]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031231] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.766]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031232] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.766]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031233] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.766]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031234] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.766]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031235] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.766]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031236] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.766]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031237] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.766]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031238] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.766]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031239] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031240] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031241] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031242] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031243] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031244] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031245] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031246] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031247] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031248] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.767]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031249] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.768]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031250] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.768]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031251] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.768]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031252] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.768]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031253] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.768]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031254] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.768]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031255] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.768]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031256] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.768]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031257] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.768]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031258] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031259] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031260] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031261] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031262] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031263] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031264] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031265] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031266] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031267] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031268] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.769]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031269] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031270] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031271] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031272] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031273] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031274] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031275] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031276] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031277] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031278] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031279] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.770]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031280] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.771]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031281] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.771]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031282] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.771]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031283] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.771]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031284] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.771]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031285] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.771]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031286] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.771]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031287] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.771]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031288] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.772]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031289] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.772]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031290] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:55.772]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031291] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.234]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031292] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:56.256]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031293] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.256]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031294] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.256]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031295] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031296] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031297] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031298] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031299] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031300] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031301] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031302] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031303] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031304] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031305] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031306] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031307] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031308] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031309] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031310] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031311] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.257]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031312] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031313] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031314] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031315] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031316] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031317] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031318] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031319] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031320] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031321] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031322] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031323] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031324] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031325] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031326] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031327] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031328] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.258]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031329] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.259]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031330] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.259]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031331] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.259]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031332] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.259]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031333] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.259]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031334] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.259]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031335] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.268]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031336] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.268]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031337] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031338] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031339] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031340] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031341] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031342] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031343] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031344] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031345] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031346] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031347] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031348] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031349] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031350] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031351] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031352] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031353] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031354] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031355] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031356] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.270]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031357] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.271]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031358] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.271]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031359] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.271]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031360] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.271]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031361] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.271]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031362] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.292]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031363] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.293]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031364] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:56.293]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031365] skierowany do komisji A [PID: 1030249]
