PID | OCENA A | OCENA B | OGOLNA OCENA | STATUS
8807 | 53.20 | 47.00 | 50.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
9434 | 52.80 | 47.33 | 50.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9734 | 63.80 | 36.33 | 50.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9878 | 40.80 | 59.33 | 50.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9518 | 48.40 | 51.67 | 50.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9145 | 56.20 | 43.67 | 49.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9791 | 72.80 | 27.00 | 49.90 | OBLAL
8663 | 57.40 | 42.33 | 49.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9126 | 69.00 | 30.67 | 49.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9304 | 54.00 | 45.67 | 49.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9893 | 60.00 | 39.67 | 49.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9248 | 50.60 | 49.00 | 49.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9289 | 38.60 | 61.00 | 49.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9320 | 44.60 | 55.00 | 49.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
8803 | 58.80 | 40.67 | 49.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9580 | 40.80 | 58.67 | 49.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
8793 | 42.40 | 57.00 | 49.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9804 | 43.40 | 56.00 | 49.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9890 | 50.40 | 49.00 | 49.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
8800 | 56.80 | 42.33 | 49.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9195 | 38.80 | 60.33 | 49.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9332 | 60.80 | 38.33 | 49.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9564 | 30.40 | 68.67 | 49.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9693 | 54.40 | 44.67 | 49.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9366 | 51.00 | 48.00 | 49.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9141 | 59.60 | 39.33 | 49.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9549 | 48.60 | 50.33 | 49.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9182 | 30.20 | 68.67 | 49.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9559 | 53.20 | 45.67 | 49.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9784 | 49.20 | 49.67 | 49.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9098 | 38.40 | 60.33 | 49.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9833 | 52.40 | 46.33 | 49.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
8954 | 60.00 | 38.67 | 49.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9052 | 62.00 | 36.67 | 49.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9817 | 50.00 | 48.67 | 49.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9865 | 48.80 | 49.67 | 49.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
8667 | 37.00 | 61.33 | 49.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
8699 | 42.00 | 56.33 | 49.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
8906 | 57.00 | 41.33 | 49.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9682 | 61.00 | 37.33 | 49.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9700 | 49.00 | 49.33 | 49.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
8899 | 48.60 | 49.67 | 49.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
8988 | 53.60 | 44.67 | 49.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9004 | 45.60 | 52.67 | 49.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9035 | 60.60 | 37.67 | 49.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9528 | 61.60 | 36.67 | 49.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9622 | 60.20 | 38.00 | 49.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
8845 | 60.00 | 38.00 | 49.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
8903 | 48.20 | 49.67 | 48.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9401 | 56.20 | 41.67 | 48.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
8944 | 36.80 | 61.00 | 48.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9093 | 52.80 | 45.00 | 48.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9513 | 56.40 | 41.33 | 48.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9520 | 48.00 | 49.67 | 48.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9469 | 62.60 | 35.00 | 48.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
8743 | 65.20 | 32.33 | 48.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9423 | 39.20 | 58.33 | 48.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
8678 | 43.80 | 53.67 | 48.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9451 | 45.80 | 51.67 | 48.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9560 | 56.40 | 41.00 | 48.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9243 | 60.00 | 37.33 | 48.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9000 | 51.20 | 46.00 | 48.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9031 | 44.00 | 53.00 | 48.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9142 | 56.00 | 41.00 | 48.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9298 | 45.60 | 51.33 | 48.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9892 | 56.60 | 40.33 | 48.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9196 | 54.20 | 42.67 | 48.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
8965 | 31.80 | 65.00 | 48.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9501 | 43.60 | 53.00 | 48.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9024 | 54.20 | 42.33 | 48.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9202 | 54.20 | 42.33 | 48.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9534 | 65.20 | 31.33 | 48.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9308 | 53.40 | 43.00 | 48.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9610 | 31.40 | 65.00 | 48.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
8764 | 48.60 | 47.67 | 48.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9889 | 37.60 | 58.67 | 48.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9056 | 57.20 | 39.00 | 48.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
9120 | 52.20 | 44.00 | 48.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
8691 | 50.40 | 45.67 | 48.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9449 | 56.40 | 39.67 | 48.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9548 | 57.40 | 38.67 | 48.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9178 | 52.60 | 43.33 | 47.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9769 | 73.60 | 22.33 | 47.96 | OBLAL
8695 | 60.80 | 35.00 | 47.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9800 | 53.80 | 42.00 | 47.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9666 | 57.40 | 38.33 | 47.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
8688 | 36.00 | 59.67 | 47.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
8999 | 46.00 | 49.67 | 47.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9561 | 45.00 | 50.67 | 47.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9633 | 58.00 | 37.67 | 47.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9819 | 58.00 | 37.67 | 47.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9140 | 54.20 | 41.33 | 47.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9225 | 54.20 | 41.33 | 47.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9404 | 52.20 | 43.33 | 47.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9080 | 48.00 | 47.33 | 47.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
8686 | 55.60 | 39.67 | 47.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
8777 | 40.60 | 54.67 | 47.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9729 | 57.20 | 38.00 | 47.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
8920 | 62.80 | 32.33 | 47.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9097 | 42.40 | 52.67 | 47.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9107 | 54.40 | 40.67 | 47.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9220 | 46.40 | 48.67 | 47.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9642 | 61.40 | 33.67 | 47.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9447 | 50.00 | 45.00 | 47.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9264 | 53.60 | 41.33 | 47.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9271 | 61.80 | 33.00 | 47.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9370 | 49.80 | 45.00 | 47.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9759 | 36.40 | 58.33 | 47.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
8826 | 37.00 | 57.67 | 47.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9713 | 53.60 | 41.00 | 47.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9699 | 46.20 | 48.33 | 47.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9280 | 64.40 | 30.00 | 47.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9526 | 51.00 | 43.33 | 47.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9295 | 45.60 | 48.67 | 47.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9544 | 41.60 | 52.67 | 47.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9832 | 53.60 | 40.67 | 47.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
8760 | 50.40 | 43.67 | 47.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9020 | 34.40 | 59.67 | 47.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9194 | 37.40 | 56.67 | 47.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
8980 | 42.00 | 52.00 | 47.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9792 | 53.00 | 41.00 | 47.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
8798 | 49.60 | 44.33 | 46.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9159 | 55.20 | 38.67 | 46.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9405 | 41.80 | 52.00 | 46.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
8832 | 47.40 | 46.33 | 46.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9329 | 51.00 | 42.67 | 46.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
8794 | 45.20 | 48.33 | 46.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9063 | 53.20 | 40.33 | 46.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9408 | 46.20 | 47.33 | 46.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
8846 | 40.80 | 52.67 | 46.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9346 | 48.80 | 44.67 | 46.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9374 | 39.40 | 54.00 | 46.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
8714 | 64.60 | 28.67 | 46.63 | OBLAL
8780 | 55.80 | 37.33 | 46.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
8890 | 66.00 | 27.00 | 46.50 | OBLAL
9688 | 43.00 | 50.00 | 46.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9301 | 46.60 | 46.33 | 46.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
8942 | 47.20 | 45.67 | 46.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9161 | 45.80 | 47.00 | 46.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9330 | 58.80 | 34.00 | 46.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9424 | 45.80 | 47.00 | 46.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9192 | 57.40 | 35.33 | 46.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9387 | 49.40 | 43.33 | 46.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
8671 | 58.00 | 34.67 | 46.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
8840 | 56.00 | 36.67 | 46.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
8941 | 40.00 | 52.67 | 46.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9174 | 53.60 | 39.00 | 46.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9166 | 41.20 | 51.33 | 46.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
8990 | 40.40 | 52.00 | 46.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9530 | 42.40 | 50.00 | 46.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
8916 | 59.00 | 33.33 | 46.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
8928 | 48.00 | 44.33 | 46.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
8945 | 32.00 | 60.33 | 46.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
8960 | 48.60 | 43.67 | 46.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9269 | 41.60 | 50.67 | 46.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9312 | 48.20 | 44.00 | 46.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
9479 | 57.80 | 34.33 | 46.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9554 | 32.80 | 59.33 | 46.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9575 | 47.80 | 44.33 | 46.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9594 | 46.40 | 45.67 | 46.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9599 | 43.40 | 48.67 | 46.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9840 | 30.40 | 61.67 | 46.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9260 | 58.00 | 34.00 | 46.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9342 | 39.00 | 53.00 | 46.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9597 | 52.60 | 39.33 | 45.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9150 | 52.80 | 39.00 | 45.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9665 | 51.80 | 40.00 | 45.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
8715 | 56.40 | 35.33 | 45.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
8786 | 56.40 | 35.33 | 45.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9305 | 36.40 | 55.33 | 45.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9420 | 55.40 | 36.33 | 45.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9856 | 54.40 | 37.33 | 45.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9816 | 56.00 | 35.67 | 45.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
8973 | 34.80 | 56.67 | 45.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9617 | 44.80 | 46.67 | 45.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
8849 | 44.40 | 47.00 | 45.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9038 | 46.40 | 45.00 | 45.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
8897 | 71.00 | 20.33 | 45.66 | OBLAL
8753 | 66.40 | 24.67 | 45.54 | OBLAL
9222 | 46.40 | 44.67 | 45.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
8684 | 33.00 | 58.00 | 45.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9463 | 50.00 | 41.00 | 45.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
8888 | 52.20 | 38.67 | 45.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
8996 | 40.20 | 50.67 | 45.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9486 | 36.20 | 54.67 | 45.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9529 | 57.40 | 33.33 | 45.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9297 | 58.00 | 32.67 | 45.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9384 | 51.00 | 39.67 | 45.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9835 | 46.00 | 44.67 | 45.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9081 | 52.20 | 38.33 | 45.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
8968 | 48.80 | 41.67 | 45.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
8912 | 35.40 | 55.00 | 45.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9339 | 47.00 | 43.33 | 45.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9489 | 32.60 | 57.67 | 45.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9584 | 40.60 | 49.67 | 45.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9619 | 68.60 | 21.67 | 45.13 | OBLAL
8915 | 58.20 | 32.00 | 45.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
8839 | 59.40 | 30.67 | 45.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9568 | 63.40 | 26.67 | 45.03 | OBLAL
8736 | 43.00 | 47.00 | 45.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9773 | 45.00 | 45.00 | 45.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
8957 | 58.60 | 31.33 | 44.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9850 | 44.60 | 45.33 | 44.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
8833 | 60.20 | 29.67 | 44.94 | OBLAL
9349 | 41.20 | 48.67 | 44.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9595 | 40.80 | 49.00 | 44.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
8742 | 32.60 | 57.00 | 44.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9375 | 44.60 | 45.00 | 44.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9340 | 32.80 | 56.67 | 44.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9132 | 51.60 | 37.67 | 44.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9205 | 31.60 | 57.67 | 44.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9476 | 50.60 | 38.67 | 44.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9511 | 53.60 | 35.67 | 44.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9628 | 37.60 | 51.67 | 44.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9047 | 64.20 | 25.00 | 44.60 | OBLAL
9596 | 42.20 | 47.00 | 44.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9212 | 49.80 | 39.33 | 44.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9657 | 38.40 | 50.67 | 44.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9842 | 44.40 | 44.67 | 44.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
8784 | 66.00 | 23.00 | 44.50 | OBLAL
9022 | 54.00 | 35.00 | 44.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
8806 | 35.60 | 53.33 | 44.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
8882 | 47.60 | 41.00 | 44.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9048 | 57.60 | 31.00 | 44.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9181 | 57.60 | 31.00 | 44.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9272 | 38.60 | 50.00 | 44.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9317 | 62.20 | 26.33 | 44.27 | OBLAL
9724 | 48.20 | 40.33 | 44.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9629 | 59.80 | 28.67 | 44.23 | OBLAL
9803 | 46.40 | 42.00 | 44.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9749 | 39.00 | 49.33 | 44.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9611 | 42.40 | 45.67 | 44.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9125 | 45.20 | 42.67 | 43.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9219 | 42.20 | 45.67 | 43.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9465 | 59.20 | 28.67 | 43.94 | OBLAL
9512 | 45.20 | 42.67 | 43.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9753 | 57.20 | 30.67 | 43.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9686 | 44.40 | 43.33 | 43.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9689 | 35.40 | 52.33 | 43.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
8984 | 41.00 | 46.67 | 43.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9649 | 38.60 | 49.00 | 43.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9363 | 58.20 | 29.33 | 43.77 | OBLAL
9023 | 62.80 | 24.67 | 43.73 | OBLAL
9119 | 43.80 | 43.67 | 43.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9743 | 40.80 | 46.67 | 43.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9046 | 69.40 | 18.00 | 43.70 | OBLAL
9095 | 37.00 | 50.33 | 43.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9583 | 53.00 | 34.33 | 43.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9742 | 48.60 | 38.67 | 43.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9779 | 57.60 | 29.67 | 43.64 | OBLAL
9381 | 42.00 | 45.00 | 43.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9506 | 52.00 | 35.00 | 43.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9604 | 54.00 | 33.00 | 43.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9634 | 56.00 | 31.00 | 43.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9760 | 60.00 | 27.00 | 43.50 | OBLAL
9464 | 57.60 | 29.33 | 43.47 | OBLAL
9086 | 43.60 | 43.00 | 43.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9827 | 50.60 | 36.00 | 43.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
8904 | 41.20 | 45.33 | 43.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9286 | 35.80 | 50.67 | 43.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9607 | 36.80 | 49.67 | 43.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
8716 | 32.40 | 54.00 | 43.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9087 | 30.40 | 56.00 | 43.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9582 | 34.00 | 52.33 | 43.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
8947 | 36.20 | 50.00 | 43.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
9049 | 40.00 | 46.00 | 43.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9143 | 41.00 | 45.00 | 43.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9663 | 63.00 | 23.00 | 43.00 | OBLAL
8666 | 53.60 | 32.33 | 42.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
8862 | 38.60 | 47.33 | 42.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9777 | 47.80 | 38.00 | 42.90 | ZDAL_EGZAMIN_BRAK_MIEJSC
9163 | 37.40 | 48.33 | 42.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9770 | 60.00 | 25.67 | 42.84 | OBLAL
9044 | 46.60 | 39.00 | 42.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9477 | 40.20 | 45.33 | 42.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9061 | 67.40 | 18.00 | 42.70 | OBLAL
9504 | 51.40 | 34.00 | 42.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9367 | 58.00 | 27.33 | 42.66 | OBLAL
8900 | 56.60 | 28.67 | 42.64 | OBLAL
8958 | 34.60 | 50.67 | 42.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9232 | 43.20 | 42.00 | 42.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9188 | 37.80 | 47.33 | 42.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9335 | 34.80 | 50.33 | 42.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9428 | 30.40 | 54.67 | 42.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9353 | 58.00 | 27.00 | 42.50 | OBLAL
9535 | 59.00 | 26.00 | 42.50 | OBLAL
9712 | 48.60 | 36.33 | 42.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9059 | 53.20 | 31.67 | 42.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9417 | 40.20 | 44.67 | 42.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9070 | 42.80 | 42.00 | 42.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9679 | 31.40 | 53.33 | 42.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9206 | 33.00 | 51.67 | 42.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9563 | 53.00 | 31.67 | 42.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
8731 | 53.20 | 31.33 | 42.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9231 | 39.20 | 45.33 | 42.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
9328 | 38.80 | 45.67 | 42.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9572 | 56.80 | 27.67 | 42.23 | OBLAL
9102 | 43.00 | 41.33 | 42.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
8939 | 43.60 | 40.67 | 42.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9060 | 44.60 | 39.67 | 42.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9218 | 57.60 | 26.67 | 42.14 | OBLAL
8681 | 33.80 | 50.33 | 42.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9455 | 53.00 | 31.00 | 42.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
